edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path
	Majjhima Nikāya	MN	MN4	bhayabheravasutta		mn1.1.4	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	4. Bhayabheravasuttaṃ	34	1.0019	1.0021	1.0016	1.0027	romn/s0201m.mul.xml	MN4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.3.0.m	mn4	Majjhima Nikāya 4		Bhayabheravasutta	Fear and Dread	The Buddha explains the difficulties of living in the wilderness, and how they are overcome by purity of conduct and meditation. He recounts some of the fears and obstacles he faced during his own practice.	https://suttacentral.net/mn4	https://suttacentral.net/mn4/pli/ms	https://suttacentral.net/mn4/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn4_root-pli-ms.json
	Majjhima Nikāya	MN	MN5	anaṅgaṇasutta		mn1.1.5	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	5. Anaṅgaṇasuttaṃ	57	1.0028	1.003	1.0024	1.0041	romn/s0201m.mul.xml	MN5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.4.0.m	mn5	Majjhima Nikāya 5		Anaṅgaṇasutta	Unblemished	The Buddha’s chief disciples, Sāriputta and Moggallāna, use a simile of a tarnished bowl to illustrate the blemishes of the mind and conduct. They emphasize how the crucial thing is not so much whether there are blemishes, but whether we are aware of them.	https://suttacentral.net/mn5	https://suttacentral.net/mn5/pli/ms	https://suttacentral.net/mn5/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn5_root-pli-ms.json
	Majjhima Nikāya	MN	MN6	ākaṅkheyyasutta		mn1.1.6	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	6. Ākaṅkheyyasuttaṃ	64	1.0039	1.004	1.0032	1.0057	romn/s0201m.mul.xml	MN6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.5.0.m	mn6	Majjhima Nikāya 6		Ākaṅkheyyasutta	One Might Wish	According to the Buddha, careful observance of ethical precepts is the foundation of all higher achievements in the spiritual life.	https://suttacentral.net/mn6	https://suttacentral.net/mn6/pli/ms	https://suttacentral.net/mn6/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn6_root-pli-ms.json
	Majjhima Nikāya	MN	MN7	vatthasutta 1		mn1.1.7	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	7. Vatthasuttaṃ	70	1.0043	1.0045	1.0036	1.0063	romn/s0201m.mul.xml	MN7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.6.0.m	mn7	Majjhima Nikāya 7		Vatthasutta	The Simile of the Cloth	The many different kinds of impurities that defile the mind are compared to a dirty cloth. When the mind is clean we find joy, which leads to states of higher consciousness. Finally, the Buddha rejects the Brahmanical notion that purity comes from bathing in sacred rivers.	https://suttacentral.net/mn7	https://suttacentral.net/mn7/pli/ms	https://suttacentral.net/mn7/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn7_root-pli-ms.json
	Majjhima Nikāya	MN	MN8	sallekhasutta		mn1.1.8	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	8. Sallekhasuttaṃ	81	1.0048	1.005	1.004	1.0071	romn/s0201m.mul.xml	MN8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.7.0.m	mn8	Majjhima Nikāya 8		Sallekhasutta	Self-Effacement	The Buddha differentiates between peaceful meditation and spiritual practices that encompass the whole of life. He lists forty-four aspects, which he explains as “effacement”, the wearing away of conceit.	https://suttacentral.net/mn8	https://suttacentral.net/mn8/pli/ms	https://suttacentral.net/mn8/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn8_root-pli-ms.json
	Majjhima Nikāya	MN	MN9	sammādiṭṭhisutta 1	sammādiṭṭhi 3	mn1.1.9	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	9. Sammādiṭṭhisuttaṃ	89	1.0056	1.0058	1.0046	1.0084	romn/s0201m.mul.xml	MN9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.8.0.m	mn9	Majjhima Nikāya 9		Sammādiṭṭhisutta	Right View	Venerable Sāriputta gives a detailed explanation of right view, the first factor of the noble eightfold path. At the prompting of the other mendicants, he approaches the topic from a wide range of perspectives.	https://suttacentral.net/mn9	https://suttacentral.net/mn9/pli/ms	https://suttacentral.net/mn9/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn9_root-pli-ms.json
	Majjhima Nikāya	MN	MN10	mahāsatipaṭṭhānasutta 2	satipaṭṭhānasutta 1	mn1.1.10	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		1. Mūlapariyāyavaggo	10. Mahāsatipaṭṭhānasuttaṃ	105	1.0069	1.007	1.0055	1.0102	romn/s0201m.mul.xml	MN10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.0.9.0.m	mn10	Majjhima Nikāya 10		Satipaṭṭhānasutta	Mindfulness Meditation	Here the Buddha details the seventh factor of the noble eightfold path, mindfulness meditation. This collects many of the meditation teachings found throughout the canon, especially the foundational practices focusing on the body, and is regarded as one of the most important meditation discourses.	https://suttacentral.net/mn10	https://suttacentral.net/mn10/pli/ms	https://suttacentral.net/mn10/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn10_root-pli-ms.json
	Majjhima Nikāya	MN	MN11	cūḷasīhanādasutta		mn1.2.1	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	1. Cūḷasīhanādasuttaṃ	139	1.0091	1.0092	1.0063	1.0127	romn/s0201m.mul.xml	MN11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.0.0.m	mn11	Majjhima Nikāya 11		Cūḷasīhanādasutta	The Shorter Discourse on the Lion’s Roar	The Buddha declares that only those following his path can genuinely experience the four stages of awakening. This is because, while much is shared with other systems, none of them go so far as to fully reject all attachment to the idea of a self.	https://suttacentral.net/mn11	https://suttacentral.net/mn11/pli/ms	https://suttacentral.net/mn11/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn11_root-pli-ms.json
	Majjhima Nikāya	MN	MN12	mahāsīhanādasutta 2		mn1.2.2	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	2. Mahāsīhanādasuttaṃ	146	1.0097	1.0098	1.0068	1.0136	romn/s0201m.mul.xml	MN12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.1.0.m	mn12	Majjhima Nikāya 12		Mahāsīhanādasutta	The Longer Discourse on the Lion’s Roar	A disrobed monk, Sunakkhatta, attacks the Buddha’s teaching because it merely leads to the end of suffering. The Buddha counters that this is, in fact, praise, and goes on to enumerate his many profound and powerful achievements.	https://suttacentral.net/mn12	https://suttacentral.net/mn12/pli/ms	https://suttacentral.net/mn12/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn12_root-pli-ms.json
	Majjhima Nikāya	MN	MN13	mahādukkhakkhandhasutta		mn1.2.3	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	3. Mahādukkhakkhandhasuttaṃ	163	1.0118	1.0117	1.0083	1.0165	romn/s0201m.mul.xml	MN13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.2.0.m	mn13	Majjhima Nikāya 13		Mahādukkhakkhandhasutta	The Longer Discourse on the Mass of Suffering	Challenged to show the difference between his teaching and that of other ascetics, the Buddha points out that they speak of letting go, but do not really understand why. He then explains in great detail the suffering that arises from attachment to sensual stimulation.	https://suttacentral.net/mn13	https://suttacentral.net/mn13/pli/ms	https://suttacentral.net/mn13/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn13_root-pli-ms.json
	Majjhima Nikāya	MN	MN14	cūḷadukkhakkhandhasutta		mn1.2.4	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	4. Cūḷadukkhakkhandhasuttaṃ	175	1.0125	1.0125	1.009	1.0178	romn/s0201m.mul.xml	MN14	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.3.0.m	mn14	Majjhima Nikāya 14		Cūḷadukkhakkhandhasutta	The Shorter Discourse on the Mass of Suffering	A lay person is puzzled at how, despite their long practice, they still have greedy or hateful thoughts. The Buddha explains the importance of absorption meditation for letting go such attachments. But he also criticizes self-mortification, and recounts a previous dialog with Jain ascetics.	https://suttacentral.net/mn14	https://suttacentral.net/mn14/pli/ms	https://suttacentral.net/mn14/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn14_root-pli-ms.json
	Majjhima Nikāya	MN	MN15	anumānasutta		mn1.2.5	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	5. Anumānasuttaṃ	181	1.0132	1.0132	1.0095	1.0188	romn/s0201m.mul.xml	MN15	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.4.0.m	mn15	Majjhima Nikāya 15		Anumānasutta	Measuring Up	Venerable Moggallāna raises the topic of admonishment, without which healthy community is not possible. He lists a number of qualities that will encourage others to think it worthwhile to admonish you in a constructive way.	https://suttacentral.net/mn15	https://suttacentral.net/mn15/pli/ms	https://suttacentral.net/mn15/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn15_root-pli-ms.json
	Majjhima Nikāya	MN	MN16	cetokhilasutta 1		mn1.2.6	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	6. Cetokhilasuttaṃ	185	1.0144	1.0144	1.01	1.0204	romn/s0201m.mul.xml	MN16	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.5.0.m	mn16	Majjhima Nikāya 16		Cetokhilasutta	Hard-heartedness	The Buddha explains various ways one can become emotionally cut off from one’s spiritual community.	https://suttacentral.net/mn16	https://suttacentral.net/mn16/pli/ms	https://suttacentral.net/mn16/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn16_root-pli-ms.json
	Majjhima Nikāya	MN	MN17	vanapatthasutta		mn1.2.7	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	7. Vanapatthasuttaṃ	190	1.0149	1.0149	1.0104	1.0211	romn/s0201m.mul.xml	MN17	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.6.0.m	mn17	Majjhima Nikāya 17		Vanapatthasutta	Jungle Thickets	While living in the wilderness is great, not everyone is ready for it. The Buddha encourages meditators to reflect on whether one’s environment is genuinely supporting their meditation practice, and if not, to leave.	https://suttacentral.net/mn17	https://suttacentral.net/mn17/pli/ms	https://suttacentral.net/mn17/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn17_root-pli-ms.json
	Majjhima Nikāya	MN	MN18	madhupiṇḍikasutta		mn1.2.8	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	8. Madhupiṇḍikasuttaṃ	199	1.0154	1.0154	1.0108	1.0219	romn/s0201m.mul.xml	MN18	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.7.0.m	mn18	Majjhima Nikāya 18		Madhupiṇḍikasutta	The Honey-Cake	Challenged by a brahmin, the Buddha gives an enigmatic response on how conflict arises due to proliferation based on perceptions. Venerable Kaccāna draws out the detailed implications of this in one of the most insightful passages in the entire canon.	https://suttacentral.net/mn18	https://suttacentral.net/mn18/pli/ms	https://suttacentral.net/mn18/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn18_root-pli-ms.json
	Majjhima Nikāya	MN	MN19	dvedhāvitakkasutta		mn1.2.9	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	9. Dvedhāvitakkasuttaṃ	206	1.0161	1.0162	1.0114	1.0231	romn/s0201m.mul.xml	MN19	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.8.0.m	mn19	Majjhima Nikāya 19		Dvedhāvitakkasutta	Two Kinds of Thought	Recounting his own experiences in developing meditation, the Buddha explains how to understand harmful and harmless thoughts, and how to go beyond thought altogether.	https://suttacentral.net/mn19	https://suttacentral.net/mn19/pli/ms	https://suttacentral.net/mn19/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn19_root-pli-ms.json
	Majjhima Nikāya	MN	MN20	vitakkasaṇṭhānasutta		mn1.2.10	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		2. Sīhanādavaggo	10. Vitakkasaṇṭhānasuttaṃ	216	1.0167	1.0168	1.0118	1.024	romn/s0201m.mul.xml	MN20	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.1.9.0.m	mn20	Majjhima Nikāya 20		Vitakkasaṇṭhānasutta	How to Stop Thinking	In a practical meditation teaching, the Buddha describes five different approaches to stopping thoughts.	https://suttacentral.net/mn20	https://suttacentral.net/mn20/pli/ms	https://suttacentral.net/mn20/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn20_root-pli-ms.json
	Majjhima Nikāya	MN	MN21	kakacūpamasutta		mn1.3.1	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	1. Kakacūpamasuttaṃ	222	1.0172	1.0173	1.0122	1.0247	romn/s0201m.mul.xml	MN21	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.0.0.m	mn21	Majjhima Nikāya 21		Kakacūpamasutta	The Simile of the Saw	A discourse full of vibrant and memorable similes, on the importance of patience and love even when faced with abuse and criticism. The Buddha finishes with the simile of the saw, one of the most memorable similes found in the discourses.	https://suttacentral.net/mn21	https://suttacentral.net/mn21/pli/ms	https://suttacentral.net/mn21/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn21_root-pli-ms.json
	Majjhima Nikāya	MN	MN22	alagaddūpamasutta		mn1.3.2	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	2. Alagaddūpamasuttaṃ	234	1.0181	1.0182	1.0129	1.026	romn/s0201m.mul.xml	MN22	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.1.0.m	mn22	Majjhima Nikāya 22		Alagaddūpamasutta	The Simile of the Cobra	One of the monks denies that prohibited conduct is really a problem. The monks and then the Buddha subject him to an impressive dressing down. The Buddha compares someone who understands only the letter of the teachings to someone who grabs a snake by the tail, and also invokes the famous simile of the raft.	https://suttacentral.net/mn22	https://suttacentral.net/mn22/pli/ms	https://suttacentral.net/mn22/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn22_root-pli-ms.json
	Majjhima Nikāya	MN	MN23	vammikasutta		mn1.3.3	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	3. Vammikasuttaṃ	249	1.0195	1.0196	1.0142	1.0281	romn/s0201m.mul.xml	MN23	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.2.0.m	mn23	Majjhima Nikāya 23		Vammikasutta	The Termite Mound	In a curious discourse laden with evocative imagery, a deity presents a riddle to a mendicant, who seeks an answer from the Buddha.	https://suttacentral.net/mn23	https://suttacentral.net/mn23/pli/ms	https://suttacentral.net/mn23/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn23_root-pli-ms.json
	Majjhima Nikāya	MN	MN24	rathavinītasutta		mn1.3.4	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	4. Rathavinītasuttaṃ	252	1.0198	1.02	1.0145	1.0286	romn/s0201m.mul.xml	MN24	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.3.0.m	mn24	Majjhima Nikāya 24		Rathavinītasutta	Chariots at the Ready	Venerable Sāriputta seeks a dialog with an esteemed monk, Venerable Puṇṇa Mantāniputta, and they discuss the stages of purification.	https://suttacentral.net/mn24	https://suttacentral.net/mn24/pli/ms	https://suttacentral.net/mn24/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn24_root-pli-ms.json
	Majjhima Nikāya	MN	MN25	nivāpasutta		mn1.3.5	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	5. Nivāpasuttaṃ	261	1.0205	1.0208	1.0151	1.0297	romn/s0201m.mul.xml	MN25	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.4.0.m	mn25	Majjhima Nikāya 25		Nivāpasutta	Sowing	The Buddha compares getting trapped by Māra with a deer getting caught in a snare, illustrating the ever more complex strategies employed by hunter and hunted.	https://suttacentral.net/mn25	https://suttacentral.net/mn25/pli/ms	https://suttacentral.net/mn25/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn25_root-pli-ms.json
	Majjhima Nikāya	MN	MN26	pāsarāsisutta	ariyapariyesanāsutta	mn1.3.6	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	6. Pāsarāsisuttaṃ	272	1.0215	1.0218	1.016	1.0311	romn/s0201m.mul.xml	MN26	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.5.0.m	mn26	Majjhima Nikāya 26		Pāsarāsisutta	The Noble Quest	This is one of the most important biographical discourses, telling the Buddha’s experiences from leaving home to realizing awakening. Throughout, he was driven by the imperative to fully escape from rebirth and suffering.	https://suttacentral.net/mn26	https://suttacentral.net/mn26/pli/ms	https://suttacentral.net/mn26/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn26_root-pli-ms.json
	Majjhima Nikāya	MN	MN27	cūḷahatthipadopamasutta	cūḷahatthipadopama	mn1.3.7	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	7. Cūḷahatthipadopamasuttaṃ	288	1.0232	1.0235	1.0175	1.0335	romn/s0201m.mul.xml	MN27	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.6.0.m	mn27	Majjhima Nikāya 27		Cūḷahatthipadopamasutta	The Shorter Simile of the Elephant’s Footprint	The Buddha cautions against swift conclusions about a teacher’s spiritual accomplishments, comparing it to the care a tracker would use when tracking elephants. He presents the full training of a monastic.	https://suttacentral.net/mn27	https://suttacentral.net/mn27/pli/ms	https://suttacentral.net/mn27/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn27_root-pli-ms.json
	Majjhima Nikāya	MN	MN28	mahāhatthipadopamasutta		mn1.3.8	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	8. Mahāhatthipadopamasuttaṃ	300	1.0241	1.0244	1.0184	1.0348	romn/s0201m.mul.xml	MN28	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.7.0.m	mn28	Majjhima Nikāya 28		Mahāhatthipadopamasutta	The Longer Simile of the Elephant’s Footprint	Sāriputta gives an elaborate demonstration of how, just as any footprint can fit inside an elephant’s, all the Buddha’s teaching can fit inside the four noble truths. This offers an overall template for organizing the Buddha’s teachings.	https://suttacentral.net/mn28	https://suttacentral.net/mn28/pli/ms	https://suttacentral.net/mn28/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn28_root-pli-ms.json
	Majjhima Nikāya	MN	MN29	mahāsāropamasutta		mn1.3.9	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	9. Mahāsāropamasuttaṃ	307	1.0249	1.0252	1.0191	1.0361	romn/s0201m.mul.xml	MN29	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.8.0.m	mn29	Majjhima Nikāya 29		Mahāsāropamasutta	The Longer Simile of the Heartwood	Following the incident with Devadatta, the Buddha cautions the mendicants against becoming complacent with superficial benefits of spiritual life and points to liberation as the true heart of the teaching.	https://suttacentral.net/mn29	https://suttacentral.net/mn29/pli/ms	https://suttacentral.net/mn29/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn29_root-pli-ms.json
	Majjhima Nikāya	MN	MN30	cūḷasāropamasutta		mn1.3.10	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		3. Opammavaggo	10. Cūḷasāropamasuttaṃ	312	1.0257	1.026	1.0197	1.0373	romn/s0201m.mul.xml	MN30	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.2.9.0.m	mn30	Majjhima Nikāya 30		Cūḷasāropamasutta	The Shorter Simile of the Heartwood	Similar to the previous. After the incident with Devadatta, the Buddha cautions the mendicants against becoming complacent and points to liberation as the true heart of the teaching.	https://suttacentral.net/mn30	https://suttacentral.net/mn30/pli/ms	https://suttacentral.net/mn30/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn30_root-pli-ms.json
	Majjhima Nikāya	MN	MN31	cūḷagosiṅgasutta	cūḷagosiṅga	mn1.4.1	Majjhimanikāyo	Mūlapaṇṇāsapāḷi		4. Mahāyamakavaggo	1. Cūḷagosiṅgasuttaṃ	325	1.0265	1.0268	1.0205	1.0385	romn/s0201m.mul.xml	MN31	https://www.digitalpalireader.online/_dprhtml/index.html?loc=m.0.0.0.3.0.0.m	mn31	Majjhima Nikāya 31		Cūḷagosiṅgasutta	The Shorter Discourse at Gosiṅga	The Buddha comes across three mendicants practicing diligently and harmoniously, and asks them how they do it. Reluctant to disclose their higher attainments, they explain how they deal with the practical affairs of living together. But when pressed by the Buddha, they reveal their meditation attainments.	https://suttacentral.net/mn31	https://suttacentral.net/mn31/pli/ms	https://suttacentral.net/mn31/en/sujato	sc_bilara_data/root/pli/ms/sutta/mn/mn31_root-pli-ms.json
