id,pali_1,example_1
43217,pāripūrī,"yathā ca anuppannassa satisambojjh'aṅgassa uppādo hoti tañ'ca pajānāti, yathā ca uppannassa satisambojjh'aṅgassa bhāvanāya <b>pāripūrī</b> hoti tañ'ca pajānāti."
45844,pāvacana 2,"siyā kho pan'ānanda, tumhākaṃ evam'assa, atītasatthukaṃ <b>pāvacanaṃ</b>, n'atthi no satthā'ti."
46924,piṭakattaya,catur'āsītisahassadhammakkhandh'ānubhāvena <b>piṭakattay</b>'ānubhavena jinasāvak'ānubhāvena
46805,piṇḍapātikaṅga,sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ piṇḍapātik'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu
46938,pitari,"mātari <b>pitari</b> c'āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha."
46863,pipāsavinaya,mada-nimmadanāya pipāsavinayāya ālayasamugghātāya vaṭṭ'upacchedāya taṇhakkhayāya virāgāya nirodhāya nibbānāya dhammo desito?
47925,puṭaṃsa,"yathārūpaṃ parisaṃ alaṃ yojanagaṇanāni'pi dassanāya gantuṃ api <b>puṭ'aṃsenā</b>'pi, tathārūpo ayaṃ, bhikkhave, bhikkhusaṅgho."
47918,puṭa 2,"yathārūpaṃ parisaṃ alaṃ yojanagaṇanāni'pi dassanāya gantuṃ api <b>puṭ'</b>aṃsenā'pi, tathārūpo ayaṃ, bhikkhave, bhikkhusaṅgho."
47611,puṇṇaka,"ye kec'ime isayo manujā, (icc'āyasmā <b>puṇṇako</b>)<br/>khattiyā brāhmaṇā devatānaṃ."
47632,puṇṇamī,pañcatiṃsatime saṃvacchare vesākha<b>puṇṇamiyaṃ</b> sammā sambodhiṃ abhisambujjhitvā
48022,puttamaṃsa,dve jāyam'patikā taṃ ekaputtakaṃ piyaṃ manāpaṃ vadhitvā vallūrañ'ca soṇḍikañ'ca karitvā <b>puttamaṃsāni</b> khādantā
47952,puthujjanasukha,"yaṃ kho, bhikkhave, ime pañca kāmaguṇe paṭicca uppajjati sukhaṃ somanassaṃ idaṃ vuccati kāmasukhaṃ mīḷhasukhaṃ puthujjanasukhaṃ anariyasukhaṃ."
47276,pubbabhāga 3,handa mayaṃ buddhassa bhagavato <b>pubbabhāga</b>namakāraṃ karomase
47807,purimā koṭi,"purimā koṭi na paññāyati avijjāya, ito pubbe avijjā n'āhosi, atha pacchā samabhavī'ti."
47905,purisindriya,"bāvīsat'indriyāni, cakkhu'ndriyaṃ, sot'indriyaṃ, ghān'indriyaṃ, jivh'indriyaṃ, kāy'indriyaṃ, man'indriyaṃ, itth'indriyaṃ, <b>puris'indriyaṃ</b>"
47759,pūrāpetvā,tena hi tvaṃ mahante mahante sāṇipasibbake kārāpetvā hiraññasuvaṇṇassa <b>pūrāpetvā</b> sakaṭehi nibbāhāpetvā majjhe gaṅgāya sote osādehi.
47795,pūreti 1,"icchitaṃ patthitaṃ tumhaṃ khippam'eva samijjhatu, sabbe <b>pūrentu</b> saṅkappā, cando paṇṇaraso yathā, maṇi jotiraso yathā"
46250,pemamattaka,"idha, bhaddāli, ekacco bhikkhu saddhāmattakena vahati pemamattakena."
46297,pessaka,"kassako kammunā hoti, sippiko hoti kammunā.<br/>vāṇijo kammunā hoti, <b>pessako</b> hoti kammunā."
71155,poṭṭhapāda 2,"so pana vassāno utu sāvaṇa<b>poṭṭhapāda</b>māsā, assayujakattikamāsā sarado, māgasiraphussamāsā hemanto, māghaphaggunamāsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
46349,phagguṇa,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi <b>phagguṇa</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
46472,pharati 2,"seyyathā'pi, bhikkhave, chav'ālātaṃ ubhatopadittaṃ majjhe gūthagataṃ, n'eva gāme kaṭṭh'atthaṃ <b>pharati</b>, n'āraññe kaṭṭh'atthaṃ <b>pharati</b>."
46479,pharitvāna,<b>pharitvāna</b> mettaṃ samettā bhadantā avikkhittacittā parittaṃ bhaṇantu
46536,phāsuka 2,"idha yassa te honti aniṭṭhā akantā amanāpā rūpā saddā gandhā rasā phoṭṭhabbā dhammā, ye vā pan'assa te honti anatthakāmā ahitakāmā a<b>phāsuka</b>kāmā ayogakkhemakāmā"
46636,phusita 3,"evaṃ nānappayātamhi, na dāni sukaraṃ tathā.<br/>a'<b>phusitaṃ</b> vā phusituṃ, <b>phusitaṃ</b> v'ānurakkhituṃ."
46640,phusituṃ,"evaṃ nānappayātamhi, na dāni sukaraṃ tathā.<br/>a'phusitaṃ vā <b>phusituṃ</b>, phusitaṃ v'ānurakkhituṃ."
46642,phusitvā 2,idha ekacco puggalo ye te santā vimokkhā atikkamma rūpe āruppā te kāyena <b>phusitvā</b> viharati paññāya c'assa disvā āsavā parikkhīṇā honti.
46646,phussa 2.1,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi <b>phussa</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
46597,phoṭṭhabbappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu kāyena phoṭṭhabbaṃ phusitvā phoṭṭhabbappaṭisaṃvedī ca hoti phoṭṭhabbarāga-ppaṭisaṃvedī ca."
46598,phoṭṭhabbarāga,"puna caparaṃ, upavāṇa, bhikkhu kāyena phoṭṭhabbaṃ phusitvā phoṭṭhabbappaṭisaṃvedī ca hoti phoṭṭhabbarāga-ppaṭisaṃvedī ca."
46599,phoṭṭhabbarāgappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu kāyena phoṭṭhabbaṃ phusitvā phoṭṭhabbappaṭisaṃvedī ca hoti phoṭṭhabbarāgappaṭisaṃvedī ca."
13603,bara,"buddho susuddho karuṇāmah'aṇṇavo, yo'ccantasuddha<b>bbara</b>ñāṇalocano, lokassa pāp'ūpakilesaghātako"
13446,balappatta,"sabbe buddhā <b>balappattā</b>, paccekānañ'ca yaṃ balaṃ, arahantānañ'ca tejena, rakkhaṃ bandhāmi sabbaso."
13168,bahigata,"moggallāna, pacchāpuresaññī caṅkamaṃ adhiṭṭhaheyyāsi antogatehi indriyehi a'<b>bahigatena</b> mānasena"
13161,bahiddha,ajjhattā dhammā. <b>bahiddhā</b> dhammā. ajjhatta<b>bahiddhā</b> dhammā.
13354,bahusādhāraṇa,maṃsapes'ūpamā kāmā bahusādhāraṇ'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
13624,bāvīsati,"<b>bāvīsat'</b>indriyāni, cakkhu'ndriyaṃ, sot'indriyaṃ, ghān'indriyaṃ, jivh'indriyaṃ, kāy'indriyaṃ, man'indriyaṃ, itth'indriyaṃ, puris'indriyaṃ"
13520,bāḷisika,"seyyathā'pi, bhikkhave, bāḷisiko āmisagataṃ baḷisaṃ gambhīre udakarahade pakkhipeyya. tam'enaṃ aññataro āmisacakkhu maccho gileyya."
15003,bimbohana,"bhavissanti, bhikkhave, anāgatam'addhānaṃ licchavī sukhumālā mudutalunahatthapādā te mudukāsu seyyāsu tūla<b>bimbohanāsu</b> yāvasūriy'uggamanā seyyaṃ kappissanti."
15327,buddhāna,"sabbapāpassa akaraṇaṃ, kusalassa upasampadā. <br/>sacittapariyodapanaṃ, etaṃ <b>buddhāna</b> sāsanaṃ."
15335,buddhānubhāva,"bhavatu sabbamaṅgalaṃ, rakkhantu sabbadevatā, <br/>sabba<b>buddh'ānubhāvena</b>, sadā sotthi bhavantu te"
15045,bodhipakkhiya,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbarattāpararattaṃ <b>bodhipakkhiyānaṃ</b> dhammānaṃ, bhāvanānuyogamanuyuttā viharissāmā'ti"
15504,byanta,"so kho ahaṃ, bhikkhave, uppann'uppannaṃ kāmavitakkaṃ pajaham'eva vinodam'eva <b>byantam</b>'eva naṃ akāsiṃ."
70976,byākarissati,upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā <b>byākarissati</b> tathā naṃ dhāressāmā'ti.
70758,brahmasama,"tuvañ'hi no <b>brahmasamo</b>'si saccaṃ,<br/>kathaṃ upapajjati brahmalokaṃ jutima."
13743,bhagavati,"tasmiṃ <b>bhagavati</b> brahmacariyaṃ carāma, bhikkhūnaṃ sikkhāsājīvasamāpannā"
13763,bhaginicitta,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
13765,bhaginimattī,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
13876,bhaṇanta 2,"na muṇḍakena samaṇo, abbato alikaṃ <b>bhaṇaṃ</b>. <br/>icchālobhasamāpanno, samaṇo kiṃ bhavissati."
13879,bhaṇāpetvāna,ekadā dhammarājā pi gelaññen'ābhipīḷito cundattherena taññ'eva <b>bhaṇāpetvāna</b> sādaraṃ sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso.
13873,bhaṇāmase,handa mayaṃ ratanattayapaṇāmagāthāyo c'eva saṃvegaparikittanapāṭhañca <b>bhaṇāmase</b>
13903,bhaṇḍati,"pariccajitvā saddhammaṃ, aññam'aññehi <b>bhaṇḍare</b>.<br/>diṭṭhigatāni anventā, idaṃ seyyo'ti maññare."
14372,bhayaṭṭa,"tañ'ca kho etaṃ, bhikkhave, kulaputtā upenti atthavasikā, atthavasaṃ paṭicca, n'eva rāj'ābhinītā, na cor'ābhinītā, na iṇ'aṭṭā, na <b>bhay'aṭṭā</b>, na ājīvikāpakatā."
14371,bhayato,"ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti anattato dakkhissanti rogato dakkhissanti <b>bhayato</b> dakkhissanti, te taṇhaṃ pajahissanti."
14351,bhayānaka,"katamo pana, bhante, imamhā papātā añño papāto mahantataro ca <b>bhayānaka</b>taro cā'ti?"
14045,bhasmapuṭa 1,"ahaṃ, bhante, pāpakammaṃ akāsiṃ gārayhaṃ bhasmapuṭaṃ. yena me āyasmanto attamanā honti taṃ karomī'ti."
14046,bhasmapuṭa 2,"seyyathā'pi, bhikkhave, puriso kāḷakaṃ vatthaṃ paridhāya kese pakiritvā bhasmapuṭaṃ khandhe āropetvā mahājanakāyaṃ upasaṅkamitvā"
14223,bhavantaṃ,taṃ kho pana <b>bhavantaṃ</b> gotamaṃ evaṃ kalyāṇo kittisaddo abbhuggato
14227,bhavanto,"labheyya nu kho so coro coraghātesu, āgamentu tāva bhavanto coraghātā, amukasmiṃ me gāme vā nigame vā mitt'āmaccā ñātisālohitā"
14251,bhavasāta,"bhavasātabaddhā'ti. ekaṃ <b>bhavasātaṃ</b>, sukhā vedanā. dve bhavasātāni, sukhā ca vedanā iṭṭhañ'ca vatthu. tīṇi bhavasātāni, yobbaññaṃ, ārogyaṃ, jīvitaṃ."
13775,bhāgya,jayasiddhi dhanaṃ lābhaṃ sotthi <b>bhāgyaṃ</b> sukhaṃ balaṃ siri āyu ca vaṇṇo ca bhogaṃ vuḍḍhī ca yasavā satavassā ca āyū ca jīvasiddhī bhavantu te.
14369,bhāyati 2,"sabbe tasanti daṇḍassa, sabbe <b>bhāyanti</b> maccuno,<br/>attānaṃ upamaṃ katvā, na haneyya na ghātaye."
13982,bhārasutta,handa mayaṃ <b>bhārasutta</b>gāthāyo bhaṇāmase
14185,bhāvanāmaya,"kusalā cetanā kām'āvacarā rūp'āvacarā dānamayā sīlamayā <b>bhāvanāmayā</b>, ayaṃ vuccati puññ'ābhisaṅkhāro."
14493,bhikkhugaṇanā,"utu'kkhānañ'ca, <b>bhikkhugaṇanā</b>'ca, bhikkhunīnam'ovādo cā'ti."
14507,bhikkhunisaṅgha,"upāsakā bhikkhunisaṅghassa cīvar'atthāya chandakaṃ saṃharitvā, aññatarassa pāvārikassa ghare parikkhāraṃ nikkhipitvā, bhikkhuniyo upasaṅkamitvā etadavocuṃ"
14582,bhiṅkāra,atha kho rājā māgadho seniyo bimbisāro sovaṇṇamayaṃ <b>bhiṅkāraṃ</b> gahetvā bhagavato oṇojesi
14586,bhinnaka 1,"dhammo padīpo viya tassa satthuno, yo magga-pāk'āmata-bheda-bhinnako, lok'uttaro yo ca tadattha'dīpano"
14740,bhujaga,"nandopananda<b>bhujagaṃ</b> vibudhaṃ mah'iddhiṃ, puttena therabhujagena dam'āpayanto, iddh'ūpadesavidhinā jitavā mun'indo"
31757,macchamaṃsa,"na jānaṃ uddissakataṃ maṃsaṃ paribhuñjitabbaṃ. yo paribhuñjeyya āpatti dukkaṭassa. anujānāmi tikoṭiparisuddhaṃ <b>macchamaṃsaṃ</b>, adiṭṭhaṃ assutaṃ aparisaṅkitan'ti."
32588,majjhatta 2,"brahmamārā ca indā ca lokapālā ca devatā, yamo, mittā manussā ca <b>majjhattā</b> verikā'pi ca, sabbe sattā sukhī hontu."
32616,majjhimapaṭipadā,"ete kho, bhikkhave, ubho ante anupagamma <b>majjhimā</b> <b>paṭipadā</b> tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati"
33144,mañjiṭṭha,seyyathā'pi udapatto saṃsaṭṭho lākhāya vā haliddiyā vā nīliyā vā <b>mañjiṭṭhāya</b> vā. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ na jāneyya na passeyya.
33179,maññati 1,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ <b>maññissanti</b>
33022,maṇḍapeyya,"<b>maṇḍapeyyam</b>'idaṃ, bhikkhave, brahmacariyaṃ, satthā sammukhībhūto."
33637,mattā 2,"sītavātaparittāṇaṃ, hirikopīnachādanaṃ.<br/><b>matt'</b>aṭṭhiyaṃ abhuñjiṃsu, santuṭṭhā itar'ītare."
33680,mattika,"idaṃ te, tāta sudinna, mātu mattikaṃ, itthikāya itthidhanaṃ, aññaṃ pettikaṃ aññaṃ pitāmahaṃ."
31882,madhuragga 2,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, <b>madhur'aggehi</b>'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi."
32935,manasikaritvā,rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ accādhāya sato sampajāno uṭṭhānasaññaṃ <b>manasikaritvā</b>
32788,mamaccayena,"yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, so vo <b>mam'accayena</b> satthā."
32792,mamaṃ 2,"ye santāne hīnā dhammā, yāva nibbānato <b>mamaṃ</b> nassantu sabbadā y'eva."
33451,maraṇapariyosāna,"addhuvaṃ me jīvitaṃ, dhuvaṃ me maraṇaṃ, avassaṃ mayā maritabbaṃ, <b>maraṇapariyosānaṃ</b> me jīvitaṃ, jīvitaṃ me aniyataṃ , maraṇaṃ me niyataṃ"
33501,mari,"sabbe sattā maranti ca <b>mariṃsu</b> ca marissare, tath'ev'āhaṃ marissāmi, n'atthi me ettha saṃsayo"
33515,maritabba,"addhuvaṃ me jīvitaṃ, dhuvaṃ me maraṇaṃ, avassaṃ mayā <b>maritabbaṃ</b>, maraṇapariyosānaṃ me jīvitaṃ, jīvitaṃ me aniyataṃ , maraṇaṃ me niyataṃ"
32242,mahaṇṇava,"buddho susuddho karuṇā<b>mah'aṇṇavo</b>, yo'ccantasuddhabbarañāṇalocano, lokassa pāp'ūpakilesaghātako"
32415,mahattamabhikaṅkhatā,"tasmā hi attakāmena, <b>mahattam'abhikaṅkhatā</b>. <br/>saddhammo garukātabbo, saraṃ buddhāna sāsanan'ti."
32179,mahallikā 1,"tassā hi nāma, āvuso, bāhirāya pathavīdhātuyā tāva <b>mahallikāya</b> aniccatā paññāyissati, khayadhammatā paññāyissati, vayadhammatā paññāyissati, vipariṇāmadhammatā paññāyissati."
32265,mahāpajāpati,ekam'antaṃ ṭhitā kho sā <b>mahāpajāpatī</b> gotamī bhagavantaṃ etad'avoca
32020,mahābandhana,"mutt'āhaṃ sabbapāsehi, ye dibbā ye ca mānusā.<br/><b>mahābandhana</b>mutto'mhi, nihato tvam'asi antakā'ti."
32483,mahāya,"sace pan'āyaṃ kulaputto <b>mah'āyo</b> samāno kasiraṃ jīvikaṃ kappeti, tassa bhavanti vattāro, ajaddhumārikaṃ v'āyaṃ kulaputto marissatī'ti"
31917,māgasira,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi <b>māgasira</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
31996,māgha 2,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi <b>māgha</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
33594,mātaraṃ,"<b>mātaraṃ</b> pitaraṃ hantvā, rājāno dve ca khattiye,<br/>raṭṭhaṃ sānucaraṃ hantvā, anīgho yāti brāhmaṇo."
71041,mātāpitūpaṭṭhāna,"<b>mātāpit'ūpaṭṭhānaṃ</b>, puttadārassa saṅgaho.<br/>anākulā ca kamm'antā, etaṃ maṅgalam'uttamaṃ."
33700,mātucitta,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
33726,mātumattī,"etha tumhe, bhikkhave, mātumattīsu mātucittaṃ upaṭṭhapetha, bhaginimattīsu bhaginicittaṃ upaṭṭhapetha, dhītumattīsu dhītucittaṃ upaṭṭhapethā'ti."
33326,mānusiya,"tasmā hi bhūtā nisāmetha sabbe, mettaṃ karotha mānusiyā pajāya.<br/>divā ca ratto ca haranti ye baliṃ, tasmā hi ne rakkhatha appamattā."
33756,māyaṃ vidaṃseti,"seyyathā'pi, bhikkhave, māyākāro vā māyākār'antevāsī vā catumahāpathe <b>māyaṃ vidaṃseyya.</b>"
33750,māyākārantevāsī,"seyyathā'pi, bhikkhave, māyākāro vā <b>māyākār'antevāsī</b> vā catumahāpathe māyaṃ vidaṃseyya."
33424,mārāmisa,vipariṇāmadhammato asārakato aghamūlato vadhakato vibhavato sāsavato saṅkhatato mār'āmisato
32732,mālavant,"ukkhittakhaggamatihatthasudāruṇan'taṃ, dhāvan'tiyojanapath'aṅguli<b>mālavantaṃ</b>. iddhī'bhisaṅkhatamano jitavā mun'indo."
31732,mā ahosi,"yasmā ca kho, bhikkhave, rūpaṃ anattā, tasmā rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ <b>mā ahosī'</b>ti."
71039,mā pamādattha,"etāni, bhikkhave, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhave, <b>mā</b> <b>pamād'attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī'ti."
33970,micchatta 2,<b>micchatta</b>niyatā dhammā. sammattaniyatā dhammā. aniyatā dhammā
34058,mīḷhapabbata,yam'pi tathāgato arahaṃ sammāsambuddho pubb'eva sambodhā anabhisambuddho bodhisatto'va samāno mahato mīḷhapabbatassa upar'ūpari caṅkamati alippamāno mīḷhena
34308,mucci 2,"ekasmiṃ samaye nātho moggallānañ'ca kassapaṃ gilāne dukkhite disvā, bojjh'aṅge satta desayi. te ca taṃ abhinanditvā rogā <b>mucciṃsu</b> taṅ'khaṇe."
34657,muṭṭhasacca,so an'upārambhacitto samāno bhabbo <b>muṭṭhassaccaṃ</b> pahātuṃ asampajaññaṃ pahātuṃ cetaso vikkhepaṃ pahātuṃ.
34564,muninda,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā <b>mun'indo</b>, tan'tejasā bhavatu te jayamaṅgalāni"
34582,musala 2,dutiyo <b>musalo</b> paripatitvā aññatarassa dārakassa matthake avatthāsi. so kālamakāsi.
33871,mettacittena,"kālena ca bhāsitā hoti, saccā ca bhāsitā hoti, saṇhā ca bhāsitā hoti, atthasaṃhitā ca bhāsitā hoti, <b>mettacittena</b> ca bhāsitā hoti."
33880,mettāpāramī,"aṭṭhamaṃ adhiṭṭhāna-pārami, navamaṃ mettāpārami, dasamaṃ upekkhā-pāramī'ti"
34251,momūha,"varaṃ, bhikkhave, sottaṃ. sottaṃ kho pan'āhaṃ, bhikkhave, vañjhaṃ jīvitānaṃ vadāmi, aphalaṃ jīvitānaṃ vadāmi, momūhaṃ jīvitānaṃ vadāmi"
34278,mosalla,"ahaṃ, bhante, pāpakammaṃ akāsiṃ gārayhaṃ mosallaṃ, yena me āyasmanto attamanā honti taṃ karomī'ti."
69576,yaṅkiñci,<b>yaṅ'kiñci</b> rūpaṃ atīt'ānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā
69764,yathāpaññatta,"yāvakīvañ'ca bhikkhave bhikkhū apaññattaṃ na paññāpessanti, paññattaṃ na samucchindissanti, <b>yathāpaññattesu</b> sikkhāpadesu samādāya vattissanti"
69800,yathāsanthatikaṅga,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
71821,yānī 2,mettāya cetovimuttiyā āsevitāya bhāvitāya bahulīkatāya y<b>ānī</b>katāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādas'ānisaṃsā pāṭikaṅkhā.
69945,yāyaṃ 2,<b>yāyaṃ</b> taṇhā ponobbhavikā nandirāgasahagatā tatratatr'ābhinandinī seyyath'īdaṃ kāmataṇhā bhavataṇhā vibhavataṇhā
69999,yeva,"diṭṭhā vā <b>y'eva</b> adiṭṭhā, ye сa dūre vasanti avidūre <br/>bhūtā vā sambhav'esī vā, sabbe sattā bhavantu sukhit'attā."
70013,yobbañña,"bhavasātabaddhā'ti. ekaṃ bhavasātaṃ, sukhā vedanā. dve bhavasātāni, sukhā ca vedanā iṭṭhañ'ca vatthu. tīṇi bhavasātāni, y<b>obbaññaṃ</b>, ārogyaṃ, jīvitaṃ."
48387,rakkhasa,"te kilesā pavaḍḍhantā, āvisanti bahuṃ janaṃ.<br/>kīḷanti maññe bālehi, ummattehi'va <b>rakkhasā</b>."
48395,rakkhetha,"sududdasaṃ sunipuṇaṃ, yatthakāma-nipātino,<br/>cittaṃ rakkhetha medhāvī, cittaṃ guttaṃ sukh'āvahaṃ."
48367,rajopatha,sambādho ghar'āvāso <b>rajopatho</b> abbhokāso pabbajjā.
48338,rajjana,n'āhaṃ taṃ pamāṇaṃ atikkamitvā <b>rajjan</b>'ādivasena uppajjituṃ dassāmī'ti evam'ettha attho daṭṭhabbo.
48665,raṭṭhapāla,"atha kho āyasmā <b>raṭṭhapālo</b> sakapitu nivesane n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosam'eva alattha"
48667,raṭṭhapālattheragāthā,handa mayaṃ <b>raṭṭhapālattheragāthāyo</b> bhaṇāmase
48576,ratanattaya,"icc'evam accantanamassanīyaṃ namassamāno <b>ratanattayaṃ</b> yaṃ puññ'ābhisandaṃ vipulaṃ alatthaṃ, tass'ānubhāvena hat'antarāyo."
48622,rathikāya rathikaṃ,kharassarena paṇavena rathikāya rathikaṃ siṅghāṭakena siṅghāṭakaṃ parinetvā dakkhiṇena dvārena nikkhāmetvā dakkhiṇato nagarassa sīsaṃ chindathā'ti.
48428,ramaṇīya 2,"<b>ramaṇīyāni</b> araññāni, yattha na ramatī jano,<br/>vītarāgā ramissanti, na te kāmagavesino."
48516,rasapathavī,"tesaṃ rasapathaviṃ aṅguliyā sāyataṃ acchādesi, taṇhā ca tesaṃ okkami."
48520,rasappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu jivhāya rasaṃ sāyitvā rasappaṭisaṃvedī ca hoti rasarāga-ppaṭisaṃvedī ca."
48521,rasarāga,"puna caparaṃ, upavāṇa, bhikkhu jivhāya rasaṃ sāyitvā rasappaṭisaṃvedī ca hoti rasarāga-ppaṭisaṃvedī ca."
48523,rasarāgappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu jivhāya rasaṃ sāyitvā rasappaṭisaṃvedī ca hoti rasarāgappaṭisaṃvedī ca."
48712,ravi 2.1,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi māghamāsassa kāḷapakkhe catutthaṃ, <b>ravi</b>vāram'idan'ti daṭṭhabbaṃ."
48170,rājā,"no ce labhetha nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ,<br/><b>rājā</b>'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññ'eva nāgo."
48180,rājābhinīta,"tañ'ca kho etaṃ, bhikkhave, kulaputtā upenti atthavasikā, atthavasaṃ paṭicca; n'eva rāj'ābhinītā, na cor'ābhinītā, na iṇ'aṭṭā, na bhayaṭṭā, na ājīvikāpakatā"
48372,rājūhi,catūhi mahādeva-rājūhi kat'āradhanaṃ paṭicca pañca mahāvilokane viloketvā
48066,rādha,"sāvatthinidānaṃ. atha kho āyasmā <b>rādho</b> yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ etad'avoca"
48913,rukkhamūlikaṅga,ek'āsanik'aṅgaṃ pattapiṇḍik'aṅgaṃ khalupacchābhattik'aṅgaṃ āraññik'aṅgaṃ rukkhamūlik'aṅgaṃ abbhokāsik'aṅgaṃ sosānik'aṅgaṃ
48932,rumhaniya,"saddhassa, bhikkhave, sāvakassa satthusāsane pariyogāya vattato <b>rumhaniyaṃ</b> satthusāsanaṃ hoti ojavantaṃ."
48992,rūpakkhandha,"pañcakkhandhā, <b>rūpakkhandho</b> vedanākkhandho saññākkhandho saṅkhārakkhandho viññāṇakkhandho."
49027,rūpappaṭisaṃvedī,"idha pana, upavāṇa, bhikkhu cakkhunā rūpaṃ disvā rūpappaṭisaṃvedī ca hoti rūparāga-ppaṭisaṃvedī ca."
48996,rūpamaya,"cakkhu, bhikkhave, purisassa samuddo; tassa rūpamayo vego."
49032,rūparāgappaṭisaṃvedī,"idha pana, upavāṇa, bhikkhu cakkhunā rūpaṃ disvā rūpa-ppaṭisaṃvedī ca hoti rūparāgappaṭisaṃvedī ca."
48942,rūpā,"taṃ kiṃ maññasi ye te cakkhuviññeyyā rūpā adiṭṭhā adiṭṭhapubbā, na ca passasi, na ca te hoti passeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?"
49086,rūpāvacara,"kusalā cetanā kām'āvacarā <b>rūp'āvacarā</b> dānamayā sīlamayā bhāvanāmayā, ayaṃ vuccati puññ'ābhisaṅkhāro."
