id,pali_1,example_2
1309,abyāseka,"nīcā niviṭṭhā subharā, mudū atthaddhamānasā.<br/><b>abyāsekā</b> amukharā, atthacintā vas'ānugā."
300,abhāvitakāya 1,"<b>abhāvitakāyo</b> ca hoti abhāvitacitto ca? idha, aggivessana, assutavato puthujjanassa uppajjati sukhā vedanā. so sukhāya vedanāya phuṭṭho samāno sukhasārāgī ca hoti sukhasārāgitañ'ca āpajjati."
301,abhāvitakāya 2,"ye ca kho te, bho bhāradvāja, bhikkhū <b>abhāvitakāyā</b> abhāvitasīlā abhāvitacittā abhāvitapaññā, tesaṃ taṃ dukkaraṃ hoti."
302,abhāvitapañña,"ye ca kho te, bho bhāradvāja, bhikkhū abhāvitakāyā abhāvitasīlā abhāvitacittā <b>abhāvitapaññā</b>, tesaṃ taṃ dukkaraṃ hoti."
303,abhāvitasīla,"ye ca kho te, bho bhāradvāja, bhikkhū abhāvitakāyā <b>abhāvitasīlā</b> abhāvitacittā abhāvitapaññā, tesaṃ taṃ dukkaraṃ hoti."
542,abhikkantāya rattiyā,atha kho kokanadā pajjunnassa dhītā <b>abhikkantāya</b> <b>rattiyā</b> abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami
787,abhiññā 1,yass'atthāya kulaputtā samma'd'eva agārasmā anagāriyaṃ pabbajanti tad'anuttaraṃ brahmacariyapariyosānaṃ diṭṭh'eva dhamme sayaṃ <b>abhiññā</b> sacchikatvā upasampajja viharati.
617,abhinandituṃ,"jātaṃ bhūtaṃ samuppannaṃ, kataṃ saṅkhatam'addhuvaṃ. jarāmaraṇasaṅghāṭaṃ, roganīḷaṃ pabhaṅguraṃ. āhāranettippabhavaṃ, n'ālaṃ tada-<b>abhinandituṃ</b>."
716,abhininnāmi,so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte āsavānaṃ khayañāṇāya cittaṃ <b>abhininnāmesiṃ</b>.
734,abhinipphanna,"yassa hi so, bhikkhave, atthāya usukāro tejanaṃ dvīsu alātesu ātāpeyya paritāpeyya ujuṃ kareyya kammaniyaṃ sv'āssa attho <b>abhinipphanno</b> hoti."
341,abhibhāyatana,"veditabbam'etaṃ, bhikkhave, bhikkhunā, abhibhūtam'etaṃ āyatanaṃ'. <b>abhibh'āyatanañ</b>'h'etaṃ vuttaṃ bhagavatā'ti"
343,abhibhosmi,"so'haṃ evaṃ viharanto, ñatvā dhammaṃ nirūpadhiṃ.<br/>ārogye yobbanasmiñ'ca, jīvitasmiñ'ca ye madā. <br/>sabbe made <b>abhibho'smi</b>, nekkhammaṃ daṭṭhu khemato"
569,abhimaddati,"sac'āyaṃ, bhikkhave, puggalo pañhaṃ puṭṭho samāno abhiharati <b>abhimaddati</b> anupajagghati khalitaṃ gaṇhāti, evaṃ sant'āyaṃ, bhikkhave, puggalo akaccho hoti."
1018,abhisaṅkhata,icc'evam'ek'antaabhipūjaneyyakaṃ vatthuttayaṃ vandayata-<b>abhisaṅkhataṃ</b>
988,abhisanda 1,ayaṃ paṭhamo puñña-<b>abhisando</b> kusala-<b>abhisando</b> sukhass'āhāro.
965,abhisambujjhitvā,pañcatiṃsatime saṃvacchare vesākhapuṇṇamiyaṃ sammā sambodhiṃ <b>abhisambujjhitvā</b>
330,abhi 1,"atha kho aññatarā devatā abhikkantāya rattiyā <b>abhi</b>kkantavaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi."
4547,amakkha,upanāhissa purisapuggalassa anupanāho hoti parinibbānāya. makkhissa purisapuggalassa <b>amakkho</b> hoti parinibbānāya.
4510,amacca 2,ye vā pan'assa te honti atthakāmā hitakāmā phāsukakāmā yogakkhemakāmā mātā vā pitā vā bhātā vā bhaginī vā mittā vā <b>amaccā</b> vā ñātisālohitā vā
4590,amaññissaṃ,"api c'āhaṃ imāni bhagavato vicitrāni pañhapaṭibhānāni sotu'kāmo, ev'āhaṃ bhagavantaṃ paccanīkaṃ kātabbaṃ <b>amaññissaṃ</b>"
4702,amāyā,māyāvissa purisapuggalassa <b>amāyā</b> hoti parinibbānāya. thaddhassa purisapuggalassa atthaddhiyaṃ hoti parinibbānāya.
4901,amukhara,"nīcā niviṭṭhā subharā, mudū atthaddhamānasā.<br/>abyāsekā <b>amukharā</b>, atthacintā vas'ānugā."
4913,amūḷha 2,"<b>amūḷha</b>vinayo dātabbo, paṭiññāya kāretabbaṃ, yebhuyyasikā, tassapāpiyasikā, tiṇ'avatthārako'ti."
12868,ayamassa,"sace kho pana karoto na karīyati pāpaṃ, ath'āhaṃ ubhayen'eva visuddhaṃ attānaṃ samanupassāmī'ti, <b>ayam'assa</b> catuttho assāso adhigato hoti."
12862,ayamahamasmi,"asmī'ti, bhikkhave, maññitam'etaṃ, <b>ayam'aham'asmī'ti</b> maññitam'etaṃ, bhavissan'ti maññitam'etaṃ, na bhavissan'ti maññitam'etaṃ, rūpī bhavissan'ti maññitam'etaṃ"
13008,ayosaṅku,"varaṃ, bhikkhave, tiṇhena <b>ayosaṅkunā</b> ādittena sampajjalitena sajotibhūtena sot'indriyaṃ sampalimaṭṭhaṃ, na tv'eva sotaviññeyyesu saddesu anubyañjanaso nimittaggāho."
9256,ara,heṭṭhā kho pana tassa bhoto gotamassa pādatalesu cakkāni jātāni sahassa-<b>arāni</b> sanemikāni sanābhikāni sabb'ākāraparipūrāni
9560,ariya 4,"kathañ'ca bhikkhu <b>ariyo</b> hoti? ārak'āssa honti pāpakā akusalā dhammā, saṃkilesikā, ponobbhavikā, sadarā, dukkhavipākā, āyatiṃ, jātijarāmaraṇiyā."
9762,arūparāga,"pañca oram'bhāgiyāni saññojanāni, sakkāyadiṭṭhi, vicikicchā, sīlabbataparāmāso, kāmacchando, byāpādo. pañca uddham'bhāgiyāni saññojanāni, rūparāgo, <b>arūparāgo</b>, māno, uddhaccaṃ, avijjā."
4237,alamariyañāṇadassana,"atthi nu kho me uttarimanussadhammā <b>alam'ariyañāṇadassana</b>viseso adhigato, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti"
4338,alāta,"yassa hi so, bhikkhave, atthāya usukāro tejanaṃ dvīsu <b>alātesu</b> ātāpeyya paritāpeyya ujuṃ kareyya kammaniyaṃ sv'āssa attho abhinipphanno hoti."
4378,alika 1,"na muṇḍakena samaṇo, abbato <b>alikaṃ</b> bhaṇaṃ. <br/>icchālobhasamāpanno, samaṇo kiṃ bhavissati."
4403,alīnacitta,so <b>alīnacitto</b> samāno bhabbo sakkāyadiṭṭhiṃ pahātuṃ vicikicchaṃ pahātuṃ sīlabbataparāmāsaṃ pahātuṃ.
4481,aloṇika,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, <b>aloṇikehi</b>'pi."
10108,asaṅkhāditvā,"atha kho so, bhikkhave, mudumūsi gocarāya pakkāmi. tam'enaṃ biḷāro gahetvā sahasā <b>asaṅkhāditvā</b> ajjhohari."
10092,asani,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'<b>asanī</b>'va, sudāruṇan'taṃ, mett'ambusekavidhinā jitavā mun'indo."
10178,asanta 1.2,"<b>asantaṃ</b> yo paggaṇhāti, <b>asantaṃ</b> c'ūpasevati, tam'eva ghāsaṃ kurute, byaggho sañjīvako yathā'ti."
10010,asampajañña,so an'upārambhacitto samāno bhabbo muṭṭhassaccaṃ pahātuṃ <b>asampajaññaṃ</b> pahātuṃ cetaso vikkhepaṃ pahātuṃ.
10400,asika,"sabbasaṅkhāresu ca me nibbidasaññā paccupaṭṭhitā bhavissati, seyyathā'pi ukkhitta-<b>asike</b> vadhake."
10714,asubha 1,"yāvakīvañ'ca, bhikkhave, bhikkhū <b>asubha</b>saññaṃ bhāvessanti"
10363,asesato,"ratanattay'ānubhāvena ratanattayatejasā, dukkharogabhayāverā sokā sattu c'upaddavā anekā antarāyā pi vinassantu <b>asesato</b>."
10588,assamapada,dīghato tiṃsayojanaṃ vitthārato pannarasayojanaṃ <b>assamapadaṃ</b> māpehī'ti āha
10682,assayuja 1,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, <b>assayuja</b>kattikamāsā sarado, māgasiraphussamāsā hemanto, māghaphaggunamāsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
10509,assa 4.1,"yo pana bhikkhu, yāvatatiyaṃ anusāviyamāne, saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvāda-<b>assa</b> hoti."
11882,ava,"kāmaṃ taco ca nahāru ca aṭṭhi ca <b>ava</b>sissatu, sarīre upasussatu maṃsalohitaṃ"
11901,avacara 2,"tassa nissaraṇaṃ santaṃ, atakk'<b>āvacaraṃ</b> dhuvaṃ. ajātaṃ asamuppannaṃ, asokaṃ virajaṃ padaṃ. nirodho dukkhadhammānaṃ, saṅkhārūpasamo sukho'ti."
11897,avacaṃ,"ajānam'evaṃ, āvuso, <b>avacaṃ</b> jānāmi', apassaṃ passāmi'. tucchaṃ musā vilapin'ti, aññatra adhimānā, ayam'pi pārājiko hoti asaṃvāso."
11894,avaca 1.1,"sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc'<b>āvacaṃ</b> paṇḍitā dassayanti."
12026,avajjhāyati,"idh'āvuso, dhammayogā bhikkhū jhāyī bhikkhū apasādenti, ime pana jhāyino'mhā, jhāyino'mhā'ti jhāyanti pajjhāyanti nijjhāyanti <b>avajjhāyanti</b>"
12123,avañjha,evaṃ no ayaṃ amhākaṃ pabbajjā avaṅkatā <b>avañjhā</b> bhavissati saphalā saudrayā.
12281,avatiṭṭhati,"seyyathā'pi balavā saṅkhadhamo appakasiren'eva catuddisā viññāpeyya, evam'eva kho evaṃ bhāvitāya mettāya cetovimuttiyā yaṃ pamāṇakataṃ kammaṃ na taṃ tatr'āvasissati, na taṃ tatra-<b>avatiṭṭhati.</b>"
12315,avatthāraka,"yadi saṅghassa pattakallaṃ, saṅgho imaṃ adhikaraṇaṃ tiṇ'<b>avatthārakena</b> vūpasameyya, ṭhapetvā thullavajjaṃ, ṭhapetvā gihippaṭisaṃyuttan'ti."
12238,avasitta,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddhā-<b>avasittassa</b> sakasmiṃ vijite vaso, ghātetāyaṃ vā ghātetuṃ, jāpetāyaṃ vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa"
12245,avassaṃ,"addhuvaṃ me jīvitaṃ, dhuvaṃ me maraṇaṃ, <b>avassaṃ</b> mayā maritabbaṃ, maraṇapariyosānaṃ me jīvitaṃ, jīvitaṃ me aniyataṃ , maraṇaṃ me niyataṃ"
12608,avinayavādī,"samphappalāpī hoti akālavādī abhūtavādī anatthavādī adhammavādī <b>avinayavādī</b>, anidhānavatiṃ vācaṃ bhāsitā hoti akālena anapadesaṃ apariyantavatiṃ anatthasaṃhitaṃ."
12653,avipariṇāma,"ettako ce'pi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato <b>avipariṇāma</b>dhammo, na'y'idaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya."
12771,avūpakaṭṭha,"evam'eva kho, ye hi keci samaṇā vā brāhmaṇā vā kāyena c'eva cittena ca kāmehi <b>avūpakaṭṭhā</b> viharanti, yo ca n'esaṃ kāmesu kāmacchando kāmasneho kāmamucchā kāmapipāsā kāmapariḷāho so ca ajjhattaṃ na suppahīno hoti"
12773,avūpasanta,<b>avūpasanta</b>cittassa anuppannañ'c'eva uddhaccakukkuccaṃ uppajjati uppannañ'ca uddhaccakukkuccaṃ bhiyyobhāvāya vepullāya saṃvattatī'ti
3141,aho 2,"<b>aho</b> vata re amhākaṃ paṇḍitaka, aho vata re amhākaṃ bahussutaka, aho vata re amhākaṃ tevijjaka"
4881,aṃsa 1.1,"atha kiñ'carahi ty'āyaṃ, sāriputta, uḷārā āsabhī vācā bhāsitā, eka-<b>aṃso</b> gahito, sīhanādo nadito"
4883,aṃsa 2.1,"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, uddhaste aruṇe, nandimukhiyā rattiyā uṭṭhāy'āsanā eka-<b>aṃsaṃ</b> uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avoca"
1,ā,"idha, bhikkhave, bhikkhu kāye kāy'ānupassī viharati <b>ā</b>tāpī sampajāno satimā, vineyya loke abhijjhādomanassaṃ"
2550,āgacchati 1,"yāvakīvañ'ca bhikkhave bhikkhū paccattaññ'eva satiṃ upaṭṭhāpessanti, kin'ti anāgatā ca pesalā sabrahmacārī <b>āgaccheyyuṃ</b> āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun'ti"
70939,āgaccheyya,"yāvakīvañ'ca bhikkhave bhikkhū paccattaññ'eva satiṃ upaṭṭhāpessanti, kin'ti anāgatā ca pesalā sabrahmacārī <b>āgaccheyyuṃ</b> āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun'ti"
1405,ācaya 1,"dissati, bhikkhave, imassa cātumahābhūtikassa kāyassa <b>ācayo</b>'pi apacayo'pi ādānam'pi nikkhepanam'pi."
1624,ācikkhana,evaṃ utu-<b>ācikkhanaṃ</b>. utūn'īdha pana sāsane hem'antagimhavassānānaṃ vasena tīṇi honti.
3243,ājañña,"dullabho purisa-<b>ājañño</b>, na so sabbattha jāyati,<br/>yattha so jāyati dhīro, taṃ kulaṃ sukham'edhati."
10816,ātapa 1,paṭisaṅkhā yoniso cīvaraṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāta-<b>atapa</b>siriṃsapasamphassānaṃ paṭighātāya yāva'd'eva hirikopīnapaṭicchādan'atthaṃ
11873,āturacitta,"kathañ'ca, gahapati, āturakāyo c'eva hoti, <b>āturacitto</b> ca? idha, gahapati, assutavā puthujjano ariyānaṃ adassāvī ariyadhammassa akovido"
1686,āda,kammassako'mhi kammadāya-<b>ado</b> kammayoni kammabandhu kammapaṭisaraṇo. yaṃ kammaṃ karissāmi  kalyāṇaṃ vā pāpakaṃ vā  tassa dāy'ādo bhavissāmi.
2451,ādittasīsa,"seyyathā'pi ādittacelo vā <b>ādittasīso</b> vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya."
2389,ādīnava 1,"kāmā hi citrā madhurā manoramā, virūparūpena mathenti cittaṃ. <br/><b>ādīnavaṃ</b> kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja."
2495,ādu,devatā nu'si? gandhabbo? <b>ādu</b> sakko purindado?
1916,ādeti 1,"yo ve kiñcikkhakamyatā, panthasmiṃ vajantaṃ janaṃ. <br/>hantvā kiñcikkham'<b>ādeti</b>, taṃ jaññā vasalo iti."
1966,ādhāna 2,"tassa mukha-<b>adhāne</b> kāraṇaṃ kāriyamānassa honti y'eva visūkāyitāni visevitāni vipphanditāni kānici kānici, yathā taṃ akāritapubbaṃ kāraṇaṃ kāriyamānassa."
2177,ādhipateyya," sati-<b>ādhipateyyā</b> sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti."
5364,ānāpāna 1,<b>ānāpāna</b>ssati bhikkhave bhāvitā bahulīkatā mahapphalā hoti mahānisaṃsā
6750,ānubhāva 1,"bhavatu sabbamaṅgalaṃ, rakkhantu sabbadevatā, <br/>sabbadhamm'<b>ānubhāvena</b>, sadā sotthi bhavantu te"
6751,ānubhāva 2,"datvā ca bhutvā ca yatha-<b>anubhāvaṃ</b>,<br/>anindito saggam'upeti ṭhānan'ti."
8646,āpatti 1,abhabbo'va tāva kālaṃ kātuṃ yāva na sota-<b>apatti</b>phalaṃ sacchikaroti.
8301,āpanna 2,"kicchaṃ vat'āyaṃ loko <b>āpanno</b>, jāyati ca jīyati ca mīyati ca cavati ca upapajjati ca, atha ca pan'imassa dukkhassa nissaraṇaṃ nappajānāti jarāmaraṇassa"
8303,āpanna 4,"na ca tassa bhikkhuno aññāṇakena mutti atthi, yañ'ca tattha āpattiṃ <b>āpanno</b> tañ'ca yathādhammo kāretabbo, uttari c'assa moho āropetabbo"
8071,āpādeti 1,"paṭhamena vayasā anikīḷitāvino kāmesu yāvajīvaṃ paripuṇṇaṃ parisuddhaṃ brahmacariyaṃ caranti, addhānañ'ca <b>āpādentī</b>'ti?"
4601,āmantayati 1,rājā disampati bhavantaṃ jotipālaṃ māṇavaṃ <b>āmantayati</b>
4800,āmisa 4,vipariṇāmadhammato asārakato aghamūlato vadhakato vibhavato sāsavato saṅkhatato māra-<b>amisato</b>
12924,āyatana 3,kudāssu nām'āhaṃ tad'<b>āyatanaṃ</b> upasampajja viharissāmi yadariyā eta'r'ahi <b>āyatanaṃ</b> upasampajja viharantī'ti
12857,āyāma 1.1,"upasaṅkamitvā āyasmantaṃ mahācundaṃ etad'avoca, <b>āyām</b>'āvuso cunda, yen'āyasmā channo ten'upasaṅkamissāma gilānapucchakā'ti."
9381,ārakā 1,"seyyathā'pi allaṃ kaṭṭhaṃ sasnehaṃ, <b>ārakā</b> udakā thale nikkhittaṃ. atha puriso āgaccheyya uttar'āraṇiṃ ādāya  aggiṃ abhinibbattessāmi, tejo pātukarissāmī'ti."
9433,ārambha 1.1,"vīriya-<b>arambhāya</b> saṃvattanti, no kosajjāya, subharatāya saṃvattanti, no dubbharatāyā"
9457,ārammaṇa 5,rūpappaṭisaṃvedī'ti nīlapīt'ādibhedaṃ <b>ārammaṇaṃ</b> vavatthāpento rūpaṃ paṭisaṃviditaṃ karoti
9295,ārādhanā 1,catūhi mahādevarājūhi kata-<b>aradhanaṃ</b> paṭicca pañca mahāvilokane viloketvā
9428,ārāmatā,"na kamm'<b>ārāmatā</b>, na bhass'ārāmatā, na nidd'ārāmatā, na saṅgaṇik'ārāmatā, indriyesu guttadvāratā, bhojane mattaññutā, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
9661,ārogyamada,"tassa taṃ ṭhānaṃ abhiṇhaṃ paccavekkhato yo ārogye <b>ārogyamado</b> so sabbaso vā pahīyati tanu vā pana hoti. idaṃ kho, bhikkhave, atthavasaṃ paṭicca byādhidhammo'mhi, byādhiṃ anatīto'ti"
9705,āropita 1,imehi sakkārehi yath'ārahaṃ <b>āropitehi</b> abhipūjayāma
9670,āroha 1,"atha kho pesso ca hatth'<b>āroha</b>putto kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi."
4459,ālokasaññā,"<b>ālokasaññaṃ</b> manasi kareyyāsi, divāsaññaṃ adhiṭṭhaheyyāsi – yathā divā tathā rattiṃ yathā rattiṃ tathā divā. iti vivaṭena cetasā apariyonaddhena sa'p'pabhāsaṃ cittaṃ bhāveyyāsi"
12156,āvaraṇa 2,"uddhaccakukkuccaṃ, bhikkhave, <b>āvaraṇaṃ</b> nīvaraṇaṃ cetaso ajjhāruhaṃ paññāya dubbalīkaraṇaṃ."
11983,āvahati 1,"dhammo have rakkhati dhammacāriṃ, <br/>dhammo suciṇṇo sukham'<b>āvahati.</b> <br/>es'ānisaṃso dhamme suciṇṇe, <br/>na duggatiṃ gacchati dhammacārī."
12569,āvikaroti 2,"caturo samaṇā na pañcam'atthi,<br/>te te <b>āvikaromi</b> sakkhipuṭṭho,<br/>maggajino maggadesako ca,<br/>magge jīvati yo ca maggadūsī."
12397,āvesana 1,bhikkhū ghaṭikārassa kumbhakārassa <b>āvesanaṃ</b> uttiṇam'akaṃsu.
3066,āhata 1.1,"pahīnā te ca ābādhā tiṇṇannam'pi mah'esinaṃ, magg'<b>āhata</b>kilesā va patt'ānuppattidhammataṃ."
3014,āharati 2.1,"yo pana bhikkhu adinnaṃ mukhadvāraṃ āhāraṃ <b>āhareyya</b>, aññatra udakadantaponā, pācittiyaṃ."
24500,icc,<b>icc</b>'evam'ek'antaabhipūjaneyyakaṃ vatthuttayaṃ vandayat'ābhisaṅkhataṃ
25046,iṭṭha 2,tassa hi pathavito yāva akan<b>iṭṭha</b>brahmalokā nīl'ādiārammaṇaṃ samosarantaṃ paripuṇṇabhāvaṃ kātuṃ na sakkoti
24760,iṇaṭṭa,"tañ'ca kho etaṃ, bhikkhave, kulaputtā upenti atthavasikā, atthavasaṃ paṭicca, n'eva rāj'ābhinītā, na cor'ābhinītā, na <b>iṇ'aṭṭā</b>, na bhay'aṭṭā, na ājīvikāpakatā."
24959,itara 1,"sītavātaparittāṇaṃ, hirikopīnachādanaṃ.<br/>matt'aṭṭhiyaṃ abhuñjiṃsu, santuṭṭhā <b>itar'</b>ītare."
25034,ittara 1,supinak'ūpamā kāmā <b>ittara</b>paccupaṭṭhān'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
25061,itthaṃ,iminā cīvaracetāpannena cīvaraṃ cetāpetvā <b>itthan'</b>nāmaṃ bhikkhuṃ cīvarena acchādessāmī'ti
25044,ittha 2,"phuṭṭho, bhikkhave, vedeti, phuṭṭho ceteti, phuṭṭho sañjānāti. <b>itth</b>'ete'pi dhammā calā c'eva byathā ca aniccā vipariṇāmino aññathābhāvino."
25095,itthikathā,gāmakathaṃ nigamakathaṃ nagarakathaṃ janapadakathaṃ <b>itthikathaṃ</b> sūrakathaṃ visikhākathaṃ
25092,itthikā,"seyyathā'pi, bhikkhave, yāni kānici kulāni bahu<b>itthikā</b>ni appapurisāni tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi."
24558,ida,"saññā kho, poṭṭhapāda, paṭhamaṃ uppajjati, pacchā ñāṇaṃ, saññ'uppādā ca pana ñāṇ'uppādo hoti. so evaṃ pajānāti, <b>ida</b>ppaccayā"
24587,idappaccayā,"purimā, bhikkhave, koṭi na paññāyati avijjāya, ito pubbe avijjā n'āhosi, atha pacchā samabhavī'ti. evañ'c'etaṃ, bhikkhave, vuccati, atha ca pana paññāyati, <b>idappaccayā</b> avijjā'ti"
24666,idhūpapanno,"tatrā'p'āsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evam'āhāro evaṃsukhadukkhappaṭisaṃvedī evam'āyupariyanto, so tato cuto <b>idh'ūpapanno</b>'ti."
24764,inda 1,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā muna-<b>indo</b>, tan'tejasā bhavatu te jayamaṅgalāni"
24720,imasmiṃ 2,"iti <b>imasmiṃ</b> sati idaṃ hoti, imass'uppādā idaṃ uppajjati, <b>imasmiṃ</b> asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati"
24743,imināpetaṃ,"<b>iminā'p'etaṃ</b>, āvuso, pariyāyena veditabbaṃ yathā na cakkhu rūpānaṃ saṃyojanaṃ, na rūpā cakkhussa saṃyojanaṃ."
24734,imesaṃ 1,"pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na <b>imesaṃ</b> akkhātā amūsaṃ bhedāya"
24847,iriyā 1,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.<br/>siniddhā teladhārā'va, ahosi <b>iriyā</b>patho."
24898,isipatana,ekaṃ samayaṃ bhagavā bārāṇasiyaṃ viharati <b>isipatane</b> migadāye. tatra kho bhagavā pañcavaggiye bhikkhū āmantesi
24672,iha,"tasmā't'<b>iha</b>, bhikkhave, vīriyaṃ ārabhatha appattassa pattiyā, anadhigatassa adhigamāya, asacchikatassa sacchikiriyāya."
24884,īsī,"so puratthimena nagarassa navaṃ santh'āgāraṃ kārāpetvā kesamassuṃ ohāretvā khar'ājinaṃ nivāsetvā sappitelena kāyaṃ abbhañjitvā magavisāṇena piṭṭhiṃ kaṇḍuvamāno navaṃ santh'āgāraṃ pavisati, saddhiṃ mahā-<b>īsiyā</b> brāhmaṇena ca purohitena."
61946,ukkoṭanavañcananikatisāciyoga,"<b>ukkoṭanavañcananikatisāciyogā</b> paṭivirato hoti, chedanavadhabandhanaviparāmosaālopasahasākārā paṭivirato hoti"
61579,uggacchanta,"seyyathā'pi vā panānanda, rattiyā paccūsasamayaṃ sūriye <b>uggacchante,</b> jāneyyāsi tvaṃ, ānanda, andhakāro antaradhāyissati, āloko pātubhavissatī'ti?"
61618,uggamana 1,"bhavissanti, bhikkhave, anāgatam'addhānaṃ licchavī sukhumālā mudutalunahatthapādā te mudukāsu seyyāsu tūlabimbohanāsu yāvasūriy'<b>uggamanā</b> seyyaṃ kappissanti."
61572,ugga 1,"seyyathā'pi, bhikkhave, cattāro āsīvisā <b>ugga</b>tejā ghoravisā. atha puriso āgaccheyya jīvitu'kāmo amaritu'kāmo sukhakāmo dukkhappaṭikūlo."
61071,ucchādana 1,api ca kho mātugāmassa <b>ucchādana</b>parimaddananhāpanasambāhanaṃ sādiyati.
