id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
77720	aor	akari 2	√kar	√kar	made			сделал			
77931	opt	kareyya 1	√kar	√kar	could do; would do			мог бы сделать; мог бы осуществить; мог бы выполнить			
77963	pp	kārita 3	√kar	√kar	caused to be done			вызванный к совершению			
78068	prp	kurunta	√kar	√kar	doing; performing			делающий, исполняющий			
78099	ind	akāraṇena	√kar	√kar	without cause; without reason; lit. with no cause			без причины; без основания; досл. без причины			
78120	adj	katāvī 2	√kar	√kar	perfected; complete; consummate; lit. who has done	совершенный; завершенный; оконченный	сделавший				
78332	adj	kāra 5	√kar	√kar	doing; making; performing; effecting	делающий; создающий; осуществляющий					
78354	adj	kicca 4	√kar	√kar	with obligations; having duties; with work; lit. to be done			с обязательствами; имеющий обязанности; с работой; досл. для выполнения			
78528	prp	krubbanta	√kar	√kar	doing; making			делающий; создающий			
78640	nt	akattabba 2	√kar	√kar	something which should not be done; lit. not to be done			что-то, что не должно быть сделано; досл. не подлежащее выполнению			
78877	ptp	kārāpetabba	√kar	√kar	should make (something) be done (by); should make (someone) perform (something); lit. to cause to be done			следует сделать (что-то) выполненным (кем-то); следует заставить (кого-то) выполнить (что-то); досл. должно быть сделано			
78900	pp	akata 5	√kar	√kar	(of a floor) unprepared; unsealed; earthen; natural			неподготовленный (пол); негерметичный; земляной; натуральный			
78922	fut	kāsati 3.1	√kar	√kar	will do; will make			сделает; создаст			
79046	ptp	kāriya 1	√kar	√kar	could be done; possible to do; able to be done (by); lit. to be done			может быть сделано; возможно сделать; может быть сделано (кем-то); досл. должно быть сделано			
79724	masc	kāra 6	√kar	√kar	prison; jail			тюрьма; заключение			
79846	aor	kārayi 1	√kar	√kar	(of power) wielded; exercised; lit. caused to do			осуществил; применил; досл. заставил делать			
79847	aor	kārayi 2	√kar	√kar	built; constructed; lit. caused to make			построил; соорудил; досл. заставил сделать			
80146	adj	nikkamma	√kar	√kar	who does not work; jobless; out of work			бездельный; безработный; незанятый			
80194	prp	kārāpiyamāna	√kar	√kar	(of permission) being asked to give; lit. being caused to be done			просящий дать (разрешение); досл. причиняемый быть сделанным			
11022	masc	ākāra 1.1	√kar	ā √kar	way; manner; method; mode; lit. way of making	способ; манера; метод; режим	образ действия				
11023	masc	ākāra 1.2	√kar	ā √kar	aspect; facet; detail; property; quality; attribute	аспект; грань; деталь; свойство; качество; атрибут					
11024	masc	ākāra 1.3	√kar	ā √kar	disposition; tendency			расположение; склонность			
11025	masc	ākāra 1.4	√kar	ā √kar	reason; evidence; clue			причина; доказательство; улика			
11036	adj	ākāravant 1	√kar	ā √kar	having good reasons; supported by evidence; with a cause; grounded; lit. having method quality			иметь веские причины; подкреплённый доказательствами; с причиной; обоснованный; досл. имеющий методическое качество			
34314	adj	dvākāra 1	√kar	ā √kar	with bad qualities; with negative characteristics			с плохими качествами; с негативными характеристиками			
62047	ind	sākāraṃ	√kar	ā √kar	with characteristics; with its aspects; in general	с характеристиками; с аспектами; в общем					
