id	lemma	pos	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	ru_cognate	corrections_ru_meaning	corrections_ru_meaning_lit	notes
56348	sakāraṇa	adj	√kar	√kar	with reason; having a cause	с причиной; имеющий причину	обладающий деланием					
63377	sukaṭa 1	adj	√kar	√kar	well done; well performed; good	отлично сделанный; хорошо выполненный; хороший						
63381	sukata 1	nt	√kar	√kar	good deed; right action	доброе дело; правильное действие						
63382	sukata 2	adj	√kar	√kar	well done; properly performed; good	хорошо сделанный; хорошо выполненный; хороший						
63395	sukara 1	adj	√kar	√kar	easily done; easy to do	легко выполнимый; простой для выполнения						
63400	sukāraṇa	adj	√kar	√kar	with good reason	имеющий хорошую причину	хорошее делание					
63413	sukkaṭa	adj	√kar	√kar	well done; correctly done; wholesome	хорошо сделанный; правильно сделанный 						
63889	sudukkara	adj	√kar	√kar	extremely difficult to do	чрезвычайно трудновыполнимый	хорошее плохое делание					
72088	akaraṇīya 4	ptp	√kar	√kar	unassailable (by); unattackable (by); untouchable (by); lit. not to be done	не подвергаемый нападкам; неприступный	не к исполнению					
72545	akāraka 2	adj	√kar	√kar	innocent; guiltless; blameless; lit. not the doer	невиновный 	не обладающий деланием					
73800	kaṭa 2	pp	√kar	√kar	done; did; completed	сделанный; совершённый; подготовленный						
74765	nikkāraṇa 2	adj	√kar	√kar	without motive; with no ulterior motive; lit. no cause	немотивированный; без задней мысли	не-делание					
74774	kiccatta	nt	√kar	√kar	fact of having something to be done; fact of having obligations; fact of having work to do; lit. to be done state	занятость; присутствие дел к выполнению	состояние к исполнению					
75798	kukkucca 4	nt	√kar	√kar	remorse; regret; repentance; lit. badly done	сожаление; угрызения совести	плохо сделанный					
76419	sukara 2	adj	√kar	√kar	easy to make; easily creatable	легкий для создания; легко создаваемый						
76420	kāretabba 4	ptp	√kar	√kar	should be built; lit. to cause to be made	должен быть построен; подлежит конструированию	к побуждению исполнить					
76421	kāretabba 3	ptp	√kar	√kar	should make do; lit. to cause to be done	должен быть побуждён сделать; подлежит побуждению выполнить	к побуждению исполнить					
