Pali Word;Source ID;Pali Sentence;English Translation
ekuposathāti;pli-tv-kd2:12.7.6;Nadiyā vā, bhikkhave, samudde vā jātassare vā yaṃ majjhimassa purisassa samantā udakukkhepā, ayaṃ tattha samānasaṃvāsā ekuposathāti. ;In a river, in the ocean, and in a lake, the zone that defines who belongs to the same community and who should do the observance-day ceremony together is the distance an average man can splash water in all directions. 
sambhinditabbā;pli-tv-kd2:13.1.5;Na, bhikkhave, sīmāya sīmā sambhinditabbā. ;You shouldn’t establish a monastery zone that overlaps with an existing monastery zone. 
ajjhottharitabbā;pli-tv-kd2:13.2.5;Na, bhikkhave, sīmāya sīmā ajjhottharitabbā. ;You shouldn’t establish a monastery zone that encloses an existing monastery zone. 
uposathabhedādi;pli-tv-kd2:14.1.0;10. Uposathabhedādi ;10. Breach of the observance-day ceremony, etc. 
pātimokkhuddesādi;pli-tv-kd2:15.1.0;11. Saṅkhittena pātimokkhuddesādi ;11. The recitation of the Monastic Code in brief, etc. 
savarabhayaṃ;pli-tv-kd2:15.3.1;Tena kho pana samayena kosalesu janapade aññatarasmiṃ āvāse tadahuposathe savarabhayaṃ ahosi. ;At that time, on the observance day in a certain monastery in the Kosalan country, there was a threat from primitive tribes. 
saṃcarabhayaṃ;pli-tv-kd2:15.3.1;Tena kho pana samayena kosalesu janapade aññatarasmiṃ āvāse tadahuposathe savarabhayaṃ ahosi. ;At that time, on the observance day in a certain monastery in the Kosalan country, there was a threat from primitive tribes. 
ajjhesitunti;pli-tv-kd2:15.5.5;Anujānāmi, bhikkhave, therena bhikkhunā sāmaṃ vā dhammaṃ bhāsituṃ paraṃ vā ajjhesitunti. ;I allow the most senior monk either to give a teaching himself or to ask someone else. 
vinayapucchanakathā;pli-tv-kd2:15.6.0;12. Vinayapucchanakathā ;12. Discussion of questioning on the Monastic Law 
vinayavissajjanakathā;pli-tv-kd2:15.9.0;13. Vinayavissajjanakathā ;13. Discussion of replying to questions on the Monastic Law 
codanākathā;pli-tv-kd2:16.1.0;14. Codanākathā ;14. Discussion of accusing 
adhammakammapaṭikkosanādi;pli-tv-kd2:16.4.0;15. Adhammakammapaṭikkosanādi ;15. Objecting to an illegitimate legal procedure, etc. 
karontiyeva;pli-tv-kd2:16.4.5;Karontiyeva adhammakammaṃ. ;They still did illegitimate procedures. 
paṭikkositunti;pli-tv-kd2:16.4.7;Anujānāmi, bhikkhave, adhammakamme kayiramāne paṭikkositunti. ;You should object when an illegitimate legal procedure is being done. 
āvikātunti;pli-tv-kd2:16.5.4;Anujānāmi, bhikkhave, diṭṭhimpi āvikātunti. ;I also allow you to state your view. 
paṭikkosituṃ;pli-tv-kd2:16.5.8;Anujānāmi, bhikkhave, catūhi pañcahi paṭikkosituṃ, dvīhi tīhi diṭṭhiṃ āvikātuṃ, ekena adhiṭṭhātuṃ—;A group of four or five should object, a group of two or three may state their view, and a single person may make a silent determination: 
āvikātuṃ;pli-tv-kd2:16.5.8;Anujānāmi, bhikkhave, catūhi pañcahi paṭikkosituṃ, dvīhi tīhi diṭṭhiṃ āvikātuṃ, ekena adhiṭṭhātuṃ—;A group of four or five should object, a group of two or three may state their view, and a single person may make a silent determination: 
adhiṭṭhātuṃ;pli-tv-kd2:16.5.8;Anujānāmi, bhikkhave, catūhi pañcahi paṭikkosituṃ, dvīhi tīhi diṭṭhiṃ āvikātuṃ, ekena adhiṭṭhātuṃ—;A group of four or five should object, a group of two or three may state their view, and a single person may make a silent determination: 
uddisamānā;pli-tv-kd2:16.6.1;Tena kho pana samayena chabbaggiyā bhikkhū saṅghamajjhe pātimokkhaṃ uddisamānā sañcicca na sāventi. ;On one occasion when the monks from the group of six were reciting the Monastic Code in the midst of the Sangha, they deliberately made themselves inaudible. 
pātimokkhuddesakena;pli-tv-kd2:16.6.3; Na, bhikkhave, pātimokkhuddesakena sañcicca na sāvetabbaṃ. ;When reciting the Monastic Code, you shouldn’t deliberately make yourselves inaudible. 
pātimokkhuddesako;pli-tv-kd2:16.7.1;Tena kho pana samayena āyasmā udāyī saṅghassa pātimokkhuddesako hoti kākassarako. ;At one time Venerable Udāyī was the Sangha’s reciter of the Monastic Code, but he had a hoarse voice. 
sagahaṭṭhāya;pli-tv-kd2:16.8.1;Tena kho pana samayena devadatto sagahaṭṭhāya parisāya pātimokkhaṃ uddisati. ;On one occasion Devadatta recited the Monastic Code in a gathering that included lay people. 
therādhikaṃ;pli-tv-kd2:16.9.5;Anujānāmi, bhikkhave, therādhikaṃ pātimokkhanti. ;The most senior monk should be in charge of the recitation of the Monastic Code. 
therādheyyaṃ;pli-tv-kd2:16.9.5;Anujānāmi, bhikkhave, therādhikaṃ pātimokkhanti. ;The most senior monk should be in charge of the recitation of the Monastic Code. 
aññatitthiyabhāṇavāro;pli-tv-kd2:16.9.6;Aññatitthiyabhāṇavāro niṭṭhito paṭhamo. ;The first section for recitation on monastics of other religions is finished. 
pātimokkhuddesakaajjhesanādi;pli-tv-kd2:17.1.0;16. Pātimokkhuddesakaajjhesanādi ;16. Requesting the recitation of the Monastic Code, etc. 
tassādheyyaṃ;pli-tv-kd2:17.2.6;Anujānāmi, bhikkhave, yo tattha bhikkhu byatto paṭibalo tassādheyyaṃ pātimokkhanti. ;In such a case, a competent and capable monk there should be in charge of the recitation of the Monastic Code. 
ajjhesiṃsu;pli-tv-kd2:17.3.3;Te theraṃ ajjhesiṃsu—;They requested the most senior monk 
pariyāpuṇitvāna;pli-tv-kd2:17.5.2;gacchāvuso, saṅkhittena vā vitthārena vā pātimokkhaṃ pariyāpuṇitvāna āgacchāhīti. ;to learn the Monastic Code, either in brief or in full. 
pakkhagaṇanaṃ;pli-tv-kd2:18.1.9;Anujānāmi, bhikkhave, pakkhagaṇanaṃ uggahetunti. ;You should learn the counting of the lunar half-months. 
pakkhagaṇanā;pli-tv-kd2:18.2.2;kena nu kho pakkhagaṇanā uggahetabbāti? ;Who should learn the counting of the lunar half-months? 
nāmaggena;pli-tv-kd2:18.4.4;Anujānāmi, bhikkhave, tadahuposathe nāmaggena vā gaṇetuṃ, salākaṃ vā gāhetunti. ;You should count the monks on the observance day, either by name or by distributing tickets. 
nāmamattena;pli-tv-kd2:18.4.4;Anujānāmi, bhikkhave, tadahuposathe nāmaggena vā gaṇetuṃ, salākaṃ vā gāhetunti. ;You should count the monks on the observance day, either by name or by distributing tickets. 
gāhetunti;pli-tv-kd6:14.4.6;Anujānāmi, bhikkhave, lohitaṃ mocetvā visāṇena gāhetunti. ;I allow bloodletting and receiving it in a horn. 
sammajjitunti;pli-tv-kd2:20.1.5;Anujānāmi, bhikkhave, uposathāgāraṃ sammajjitunti. ;You should sweep the observance-day hall. 
padīpetabbo;pli-tv-kd2:20.4.11;Na, bhikkhave, therena āṇattena agilānena na padīpetabbo. ;If a monk isn’t sick and he’s told by the senior monk to light a lamp, he should do so. 
upalāpetabbo;pli-tv-kd2:21.2.4;Tehi, bhikkhave, bhikkhūhi so bhikkhu saṅgahetabbo anuggahetabbo upalāpetabbo upaṭṭhāpetabbo cuṇṇena mattikāya dantakaṭṭhena mukhodakena. ;Those monks should treat that learned monk with kindness. They should assist him and befriend him, and they should attend on him with bath powder, soap, tooth cleaners, and water for rinsing the mouth. 
pārisuddhidānakathā;pli-tv-kd2:22.1.0;20. Pārisuddhidānakathā ;20. Discussion of the passing on of purity 
cāvetabbo;pli-tv-kd2:22.2.4;‘sace kho mayaṃ gilānaṃ ṭhānā cāvessāma, ābādho vā abhivaḍḍhissati kālaṅkiriyā vā bhavissatī’ti, na, bhikkhave, gilāno bhikkhu ṭhānā cāvetabbo. ;‘If we move him, his illness will get worse, or he’ll die,’ then the sick monk shouldn’t be moved. 
pārisuddhihārako;pli-tv-kd2:22.3.1;Pārisuddhihārako ce, bhikkhave, dinnāya pārisuddhiyā tattheva pakkamati, aññassa dātabbā pārisuddhi. ;If, after the purity has been passed on to him, the monk who is conveying the purity goes away right then and there, then the purity should be passed on to someone else. 
saṅghappatto;pli-tv-kd2:22.4.4;Pārisuddhihārako ce, bhikkhave, dinnāya pārisuddhiyā saṅghappatto pakkamati, āhaṭā hoti pārisuddhi. ;But if, after the purity has been passed on to him, the monk who is conveying the purity goes away after reaching the Sangha, then the purity has been brought. 
pārisuddhihārakassa;pli-tv-kd2:22.4.8;Pārisuddhihārakassa anāpatti. ;There’s no offense for the one who is conveying the purity. 
chandadānakathā;pli-tv-kd2:23.1.0;21. Chandadānakathā ;21. Discussion on giving consent 
chandahārako;pli-tv-kd2:23.3.1;Chandahārako ce, bhikkhave, dinne chande tattheva pakkamati, aññassa dātabbo chando. ;If, after the consent has been given to him, the monk who is conveying the consent goes away right then and there, then the consent should be given to someone else. 
chandahārakassa;pli-tv-kd2:23.3.31;Chandahārakassa anāpatti. ;There’s no offense for the one who is conveying the consent. 
ñātakādiggahaṇakathā;pli-tv-kd2:24.1.0;22. Ñātakādiggahaṇakathā ;22. Discussion on being seized by relatives, etc. 
ummattakasammuti;pli-tv-kd2:25.1.0;23. Ummattakasammuti ;23. Agreement in regard to insanity 
ummattakasammutiṃ;pli-tv-kd2:25.2.1;Tatra, bhikkhave, yvāyaṃ ummattako saratipi uposathaṃ napi sarati, saratipi saṅghakammaṃ napi sarati, āgacchatipi uposathaṃ napi āgacchati, āgacchatipi saṅghakammaṃ napi āgacchati, anujānāmi, bhikkhave, evarūpassa ummattakassa ummattakasammutiṃ dātuṃ. ;For the first one of these, you should make an agreement in regard to insanity. 
ummattakasammutiyā;pli-tv-kd2:25.4.6;Yassāyasmato khamati gaggassa bhikkhuno ummattakassa ummattakasammutiyā dānaṃ—;Any monk who approves of this agreement—
pārisuddhiuposathaṃ;pli-tv-kd2:26.2.5;Anujānāmi, bhikkhave, tiṇṇaṃ pārisuddhiuposathaṃ kātuṃ. ;When there are three of you, you should do the observance-day ceremony by declaring your purity. 
pārisuddhiuposatho;pli-tv-kd2:26.10.3;Tatra, bhikkhave, yattha tayo bhikkhū viharanti, na ekassa pārisuddhiṃ āharitvā dvīhi pārisuddhiuposatho kātabbo. ;Wherever three monks are staying together, two shouldn’t do the observance-day ceremony by declaring purity, while the purity of the third is brought. 
āpattipaṭikammavidhi;pli-tv-kd2:27.1.0;25. Āpattipaṭikammavidhi ;25. The process for making amends for an offense 
āpattiāvikaraṇavidhi;pli-tv-kd2:27.4.0;26. Āpattiāvikaraṇavidhi ;26. The process for revealing an offense 
sabhāgāpattipaṭikammavidhi;pli-tv-kd2:27.6.0;27. Sabhāgāpattipaṭikammavidhi ;27. The process for making amends for a shared offense 
paṭikātuṃ;pli-tv-kd2:27.12.5;Atha kho te bhikkhū na icchiṃsu tassa bhikkhuno vacanena taṃ āpattiṃ paṭikātuṃ. ;But in spite of what he had said, those monks did not want to make amends for that offense. 
codanāvatthubhāṇavāro;pli-tv-kd2:27.15.3;Codanāvatthubhāṇavāro niṭṭhito dutiyo. ;The second section for recitation on the grounds for accusations is finished. 
anāpattipannarasakaṃ;pli-tv-kd2:28.7.22;Anāpattipannarasakaṃ niṭṭhitaṃ. ;The group of fifteen on non-offenses is finished. 
atthaññe;pli-tv-kd2:28.1.3;atthaññe āvāsikā bhikkhū anāgatāti. ;that there were other resident monks who had not arrived. 
athaññe;pli-tv-kd2:28.1.5;Tehi uddissamāne pātimokkhe, athaññe āvāsikā bhikkhū āgacchiṃsu bahutarā. ;While they were doing it, a greater number of resident monks arrived. 
uddiṭṭhamatte;pli-tv-kd2:28.4.5;Tehi uddiṭṭhamatte pātimokkhe, athaññe āvāsikā bhikkhū āgacchanti bahutarā. ;When they’ve just finished, a greater number of resident monks arrive. 
vaggāvaggasaññipannarasakaṃ;pli-tv-kd2:29.3.13;Vaggāvaggasaññipannarasakaṃ niṭṭhitaṃ. ;The group of fifteen on perceiving an incomplete assembly as incomplete is finished. 
vematikapannarasakaṃ;pli-tv-kd2:30.2.30;Vematikapannarasakaṃ niṭṭhitaṃ. ;The group of fifteen on being unsure is finished. 
kukkuccapakatapannarasakaṃ;pli-tv-kd2:31.2.30;Kukkuccapakatapannarasakaṃ niṭṭhitaṃ. ;The group of fifteen on being anxious is finished. 
kukkuccapakatā;pli-tv-kd2:31.1.5;kukkuccapakatā uposathaṃ karonti, pātimokkhaṃ uddisanti. ;Being anxious, they do the observance-day ceremony and recite the Monastic Code. 
bhedapurekkhārapannarasakaṃ;pli-tv-kd2:32.2.111;Bhedapurekkhārapannarasakaṃ niṭṭhitaṃ. Pañcavīsatikā niṭṭhitā. ;The group of fifteen on aiming at schism is finished. The group of seventy-five is finished. 
bhedapurekkhārā;pli-tv-kd2:32.1.5;bhedapurekkhārā uposathaṃ karonti, pātimokkhaṃ uddisanti. ;They then do the observance-day ceremony and recite the Monastic Code, aiming at schism. 
pañcavīsatikā;pli-tv-kd2:32.2.111;Bhedapurekkhārapannarasakaṃ niṭṭhitaṃ. Pañcavīsatikā niṭṭhitā. ;The group of fifteen on aiming at schism is finished. The group of seventy-five is finished. 
antosīmaṃ;pli-tv-kd2:33.1.3;‘aññe āvāsikā bhikkhū antosīmaṃ okkamantī’ti …pe… ;that other resident monks are entering the monastery zone. … 
ekasatapañcasattati;pli-tv-kd2:33.1.12;Āvāsikena āvāsikā ekasatapañcasattati tikanayato, āvāsikena āgantukā, āgantukena āvāsikā, āgantukena āgantukā peyyālamukhena satta tikasatāni honti. ;As there are one hundred and seventy-five sets of three for resident monks with resident monks, so there are for newly-arrived monks with resident monks, resident monks with newly-arrived monks, newly-arrived monks with newly-arrived monks. Thus by way of succession, there are seven hundred sets of three. 
tikanayato;pli-tv-kd2:33.1.12;Āvāsikena āvāsikā ekasatapañcasattati tikanayato, āvāsikena āgantukā, āgantukena āvāsikā, āgantukena āgantukā peyyālamukhena satta tikasatāni honti. ;As there are one hundred and seventy-five sets of three for resident monks with resident monks, so there are for newly-arrived monks with resident monks, resident monks with newly-arrived monks, newly-arrived monks with newly-arrived monks. Thus by way of succession, there are seven hundred sets of three. 
tikasatāni;pli-tv-kd2:33.1.12;Āvāsikena āvāsikā ekasatapañcasattati tikanayato, āvāsikena āgantukā, āgantukena āvāsikā, āgantukena āgantukā peyyālamukhena satta tikasatāni honti. ;As there are one hundred and seventy-five sets of three for resident monks with resident monks, so there are for newly-arrived monks with resident monks, resident monks with newly-arrived monks, newly-arrived monks with newly-arrived monks. Thus by way of succession, there are seven hundred sets of three. 
nākāmā;pli-tv-kd2:34.3.2;Sace āvāsikā bahutarā honti, āvāsikehi āgantukānaṃ nākāmā dātabbā sāmaggī. ;If the number of resident monks is greater, the resident monks may, if they’re willing, do the observance-day ceremony with the newly-arrived monks. 
āvāsikākāraṃ;pli-tv-kd2:34.5.1;"Idha pana, bhikkhave, āgantukā bhikkhū passanti āvāsikānaṃ bhikkhūnaṃ āvāsikākāraṃ, āvāsikaliṅgaṃ, āvāsikanimittaṃ, āvāsikuddesaṃ, supaññattaṃ mañcapīṭhaṃ, bhisibibbohanaṃ, pānīyaṃ paribhojanīyaṃ sūpaṭṭhitaṃ, pariveṇaṃ susammaṭṭhaṃ; ";It may happen that newly-arrived monks see signs and indications of resident monks: beds and benches that are made up, water for drinking and water for washing that are ready for use, yards that are well swept. 
āvāsikaliṅgaṃ;pli-tv-kd2:34.5.1;"Idha pana, bhikkhave, āgantukā bhikkhū passanti āvāsikānaṃ bhikkhūnaṃ āvāsikākāraṃ, āvāsikaliṅgaṃ, āvāsikanimittaṃ, āvāsikuddesaṃ, supaññattaṃ mañcapīṭhaṃ, bhisibibbohanaṃ, pānīyaṃ paribhojanīyaṃ sūpaṭṭhitaṃ, pariveṇaṃ susammaṭṭhaṃ; ";It may happen that newly-arrived monks see signs and indications of resident monks: beds and benches that are made up, water for drinking and water for washing that are ready for use, yards that are well swept. 
āvāsikanimittaṃ;pli-tv-kd2:34.5.1;"Idha pana, bhikkhave, āgantukā bhikkhū passanti āvāsikānaṃ bhikkhūnaṃ āvāsikākāraṃ, āvāsikaliṅgaṃ, āvāsikanimittaṃ, āvāsikuddesaṃ, supaññattaṃ mañcapīṭhaṃ, bhisibibbohanaṃ, pānīyaṃ paribhojanīyaṃ sūpaṭṭhitaṃ, pariveṇaṃ susammaṭṭhaṃ; ";It may happen that newly-arrived monks see signs and indications of resident monks: beds and benches that are made up, water for drinking and water for washing that are ready for use, yards that are well swept. 
āvāsikuddesaṃ;pli-tv-kd2:34.5.1;"Idha pana, bhikkhave, āgantukā bhikkhū passanti āvāsikānaṃ bhikkhūnaṃ āvāsikākāraṃ, āvāsikaliṅgaṃ, āvāsikanimittaṃ, āvāsikuddesaṃ, supaññattaṃ mañcapīṭhaṃ, bhisibibbohanaṃ, pānīyaṃ paribhojanīyaṃ sūpaṭṭhitaṃ, pariveṇaṃ susammaṭṭhaṃ; ";It may happen that newly-arrived monks see signs and indications of resident monks: beds and benches that are made up, water for drinking and water for washing that are ready for use, yards that are well swept. 
avicinitvā;pli-tv-kd2:34.6.2;avicinitvā uposathaṃ karonti. ;If they do the observance-day ceremony without investigating, 
sajjhāyasaddaṃ;pli-tv-kd2:34.7.1;"Idha pana, bhikkhave, āgantukā bhikkhū suṇanti āvāsikānaṃ bhikkhūnaṃ āvāsikākāraṃ, āvāsikaliṅgaṃ, āvāsikanimittaṃ, āvāsikuddesaṃ, caṅkamantānaṃ padasaddaṃ, sajjhāyasaddaṃ, ukkāsitasaddaṃ, khipitasaddaṃ; ";It may happen that newly-arrived monks hear signs and indications of resident monks: the sound of the feet of someone doing walking meditation, the sound of recitation, the sound of coughing, the sound of sneezing. 
