"id"	"sbs_class_anki"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"	"sbs_category"	"sbs_audio"
"607"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"627"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"629"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"634"	""	"4"	""	""	""	""	""	""	""	""	"SNP 47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"saññāvirattassa na santi ganthā, paññāvimuttassa na santi mohā,
saññañ'ca diṭṭhiñ'ca ye <b>aggahesuṃ</b>, te ghaṭṭayantā vicaranti loke'ti."	""	""	""	""	""	""	""	""	""	""	""	""
"637"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"641"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	""
"648"	"4"	"4"	""	""	""	""	""	""	""	""	"SN 35.28"	"ādittasuttaṃ"	"kena ādittaṃ? rāg'<b>agginā</b>, dos'<b>agginā</b>, moh'<b>agginā</b> ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi ādittan'ti vadāmi"	"Āditta-pariyāya-sutta"	"The Fire Sermon"	"Cardinal Suttas"	""	""	""	""	""	""	"39n"	""	"[sound:aggi.mp3]"
"656"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"661"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"670"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"682"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"683"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"692"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"697"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"711"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"724"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"725"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"726"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"728"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"734"	"11"	""	""	""	""	""	""	""	""	""	"MN 64"	"mahāmālukyasuttaṃ"	"so yad'eva tattha hoti rūpagataṃ vedanāgataṃ saññāgataṃ saṅkhāragataṃ viññāṇagataṃ te dhamme aniccato dukkhato rogato gaṇḍato sallato <b>aghato</b> ābādhato parato palokato suññato anattato samanupassati."	""	""	""	""	""	""	""	""	""	""	""	"[sound:aghato.mp3]"
"735"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"736"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"738"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"740"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"741"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"750"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"755"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"759"	"16"	"9"	""	""	""	""	""	""	""	""	"MN 21"	"kakacūpamasuttaṃ"	"ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā <b>aṅgam</b>'aṅgāni okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena sāsanakaro."	""	""	""	""	""	""	""	""	""	""	""	""
"760"	"15"	"9"	""	""	""	""	""	""	""	""	"AN 5.198"	"vācāsuttaṃ"	"imehi kho, bhikkhave, pañcahi <b>aṅgehi</b> samannāgatā vācā subhāsitā hoti, no dubbhāsitā, anavajjā ca ananuvajjā ca viññūnan'ti."	""	""	""	"Thai"	""	"handa mayaṃ sattasambojjh'<b>aṅga</b>pāṭhaṃ bhaṇāmase"	"Bodhipakkhiya-dhammā"	"Requisites for Awakening"	"Teachings"	"19n"	""	"[sound:coming-soon.mp3]"
"764"	""	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"769"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"771"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"776"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"777"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"781"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"782"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"789"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"796"	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"797"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"808"	"23"	""	""	""	""	""	""	""	""	"Teachings"	"DHP 191"	"buddhavaggo"	"dukkhaṃ dukkhasamuppādaṃ, dukkhassa ca atikkamaṃ, ariyañ'c'aṭṭh'<b>aṅgikaṃ</b> maggaṃ, dukkh'ūpasamagāminaṃ."	"Khem’ākhema-saraṇa-gamana"	"Going to True and False Refuges"	"Verses"	"DN 22.18"	"mahāsatipaṭṭhānasuttaṃ"	"ayam'eva ariyo aṭṭh'<b>aṅgiko</b> maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi."	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	""	"21n"	"d"	"[sound:coming-soon.mp3]"
"816"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"818"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"827"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"835"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"837"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"838"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"839"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"840"	"4"	""	""	""	""	""	""	""	""	""	"MN 86"	"aṅgulimālasuttaṃ"	"coro ahaṃ pure āsiṃ, <b>aṅgulimālo</b>'ti vissuto.
vuyhamāno mah'oghena, buddhaṃ saraṇam'āgamaṃ."	""	""	""	""	""	""	""	""	""	""	""	"[sound:aṅgulimāla.mp3]"
"845"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Trad"	""	"ukkhittakhaggamatihatthasudāruṇan'taṃ, dhāvan'tiyojanapath'<b>aṅguli</b>mālavantaṃ. iddhī'bhisaṅkhatamano jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	"60n"	""	"[sound:coming-soon.mp3]"
"852"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:acakkhuka.mp3]"
"854"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"855"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"858"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"859"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"860"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"862"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"874"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	""
"882"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP 16"	"maṅgalasuttaṃ
cūḷavaggo 4"	"bahū devā manussā ca, maṅgalāni <b>acintayuṃ</b>.
ākaṅkhamānā sotthānaṃ, brūhi maṅgalam'uttamaṃ"	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	"51n"	""	"[sound:coming-soon.mp3]"
"888"	"11"	""	""	""	""	""	""	""	""	""	"SN 1.20"	"samiddhisuttaṃ"	"ahaṃ kho, āvuso, navo <b>acira</b>pabbajito adhun'āgato imaṃ dhammavinayaṃ. na t'āhaṃ sakkomi vitthārena ācikkhituṃ."	""	""	""	""	""	""	""	""	""	""	""	"[sound:acira.mp3]"
"891"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"893"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:acirapabbajita.mp3]"
"901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP 041"	"cittavaggo"	"<b>aciraṃ</b> vat'ayaṃ kāyo, paṭhaviṃ adhisessati.
chuddho apetaviññāṇo, niratthaṃ'va kaliṅgaraṃ. "	"Anicc’ānussati"	"Recollection of Impermanence"	"Reflections"	"36n"	""	"[sound:coming-soon.mp3]"
"902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"904"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"905"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"906"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"909"	"20"	""	""	""	""	""	""	""	""	""	"SN 3.11"	"sattajaṭilasuttaṃ"	"tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca <b>acelakā</b> satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'ādāya bhagavato avidūre atikkamanti."	""	""	""	""	""	""	""	""	""	""	""	""
"927"	""	""	""	""	""	""	""	""	""	""	""	""	"yo-<b>acca</b>ntasuddhabbarañāṇalocano
so vo mam'<b>acca</b>yena satthā"	""	""	"Prefixes"	""	""	""	""	""	""	"99n"	""	""
"928"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:coming-soon.mp3]"
"929"	"13"	""	""	""	""	""	""	""	""	""	"AN 9.11"	"sīhanādasuttaṃ"	"taggha taṃ, bhikkhu, accayo <b>accagamā</b> yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo tvaṃ sāriputtaṃ asatā tucchā musā abhūtena abbhācikkhi."	""	""	""	""	""	""	""	""	""	""	"e"	""
"931"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"933"	"23"	""	""	""	""	""	""	""	""	""	"SNP 53"	"attadaṇḍasuttaṃ
aṭṭhakavaggo 15"	"yo'dha kāme <b>accatari,</b>
saṅgaṃ loke duraccayaṃ,
na so socati n'ājjheti,
chinnasoto abandhano."	""	""	""	""	""	""	""	""	""	""	""	""
"936"	""	""	""	""	""	""	""	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	"05n"	""	"[sound:coming-soon.mp3]"
"937"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"938"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"939"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"941"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"942"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"943"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"952"	"11"	"2"	""	""	""	""	""	""	""	""	"SN 12.70"	"susimasuttaṃ"	"tassa me, bhante, bhagavā <b>accayaṃ </b>accayato paṭiggaṇhātu, āyatiṃ saṃvarāyāti."	""	""	""	""	""	""	""	""	""	""	""	"[sound:accaya.mp3]"
"954"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"959"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"960"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"961"	""	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"962"	"5"	"13"	""	""	""	""	""	""	""	""	"DN 16.36"	"mahāparinibbānasuttaṃ"	"yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, so vo mam'<b>accayena</b> satthā."	"Buddha-pacchima-ovāda"	"The Buddha’s Final Instruction"	"Teachings"	""	""	""	""	""	""	"29n"	""	"[sound:accayena.mp3]"
"963"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"965"	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"970"	"8"	""	""	""	""	""	""	""	""	""	"MN 107"	"gaṇakamoggallānasuttaṃ"	"rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappeyyāsi pāde pādaṃ <b>accādhāya</b> sato sampajāno uṭṭhānasaññaṃ manasikaritvā"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"18n"	""	"[sound:accādhāya.mp3]"
"971"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"972"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	""
"974"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"984"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"986"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1008"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1012"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1022"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1026"	""	""	""	""	""	""	""	""	""	""	"TH 257"	"pārāpariyattheragāthā"	"sabbakārukasippāni, cittiṃ katvāna sikkhare.
avūpasantā ajjhattaṃ, sāmaññ'attho'ti <b>acchati</b> ."	""	""	""	"VIN 1.2.8"	"duṭṭhadosa sikkhāpada"	"ye te bhikkhū tiracchānakathikā kāyadaḷhibahulā viharanti tesam'pi ekajjhaṃ sen'āsanaṃ paññapeti, im'āyap'ime āyasmanto ratiyā <b>acchissantī</b>'ti."	""	""	""	""	""	""
"1031"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1032"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1033"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1037"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1044"	"12"	"11"	""	""	""	""	""	""	""	""	"UD 45"	"uposathasuttaṃ"	"ayaṃ, bhikkhave, imasmiṃ dhammavinaye chaṭṭho <b>acchariyo</b> abbhuto dhammo, yaṃ disvā disvā bhikkhū imasmiṃ dhammavinaye abhiramanti."	""	""	""	""	""	""	""	""	""	""	""	"[sound:acchariya.mp3]"
"1055"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1058"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1064"	"6"	""	""	""	""	""	""	""	""	""	"VIN PAT NP 10"	"rāja sikkhāpada"	"yaṃ kho, bhante, āyasmā veyyāvaccakaraṃ niddisi, saññatto so mayā, upasaṅkamat'āyasmā kālena, cīvarena taṃ <b>acchādessatī'</b>ti. "	""	""	""	""	""	""	""	""	""	""	""	"[sound:acchādeti.mp3]"
"1068"	"8"	"8"	""	""	""	""	""	""	""	""	"MN 27"	"cūḷahatthipadopamasuttaṃ"	"yan'nūn'āhaṃ kesamassuṃ ohāretvā kāsāyāni vatthāni <b>acchādetvā</b> agārasmā anagāriyaṃ pabbajeyyan'ti."	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"18n"	""	"[sound:acchādetvā.mp3]"
"1069"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1070"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1077"	"11"	""	""	""	""	""	""	""	""	""	"MN 48"	"kosambiyasuttaṃ"	"bhikkhu yāni tāni sīlāni akhaṇḍāni <b>acchiddāni</b> asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni "	"Cha sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	""	""	""	""	""	""	"26n"	""	"[sound:acchidda.mp3]"
"1079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1080"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1083"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1084"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1086"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1091"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1096"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1107"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1110"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1121"	""	""	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:coming-soon.mp3]"
"1131"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1132"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1160"	"11"	""	""	""	""	""	""	""	""	""	"UD 73"	"tatiyanibbāna paṭisaṃyuttasuttaṃ"	"no ce'taṃ abhavissa <b>ajātaṃ</b> abhūtaṃ akataṃ asaṅkhataṃ na'y'idha jātassa bhūtassa katassa saṅkhatassa nissaraṇaṃ paññāyetha."	""	""	""	""	""	""	""	""	""	""	""	"[sound:ajāta.mp3]"
"1162"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1170"	"10"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	"[sound:ajānanta.mp3]"
"1172"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1173"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:ajānaṃ.mp3]"
"1175"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1178"	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1185"	""	""	""	""	"Āhāra-paṭikūla-paccavekkhaṇa-pāṭho"	"The Repulsiveness of Food"	"Reflections"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"31n"	""	"[sound:coming-soon.mp3]"
"1194"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	""
"1206"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1207"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1211"	"24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1213"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1218"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:ajesi.mp3]"
"1220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN 51"	"kandarakasuttaṃ"	"<b>aj'eḷakapaṭiggahaṇā</b> paṭivirato hoti, kukkuṭasūkarapaṭiggahaṇā paṭivirato hoti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"18n"	""	"[sound:coming-soon.mp3]"
"1222"	"22"	""	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"AN 2.9"	"cariyasuttaṃ"	"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā<b> ajeḷakā</b> kukkuṭasūkarā soṇasiṅgālā."	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:coming-soon.mp3]"
"1225"	"6"	"6"	""	""	""	""	""	""	""	""	"MN 131"	"bhaddekarattasuttaṃ"	"<b>ajj</b>'eva kiccam'ātappaṃ, ko jaññā maraṇaṃ suve. na hi no saṅgaran'tena, mahāsenena maccunā."	"Bhadd’eka-ratta"	"A single Excellent Night"	"Verses"	""	""	""	""	""	""	"16n"	""	"[sound:ajja.mp3]"
"1227"	"20"	""	""	""	""	""	""	""	""	""	"VIN PAT PC 70"	"kaṇṭaka sikkhāpada"	"<b>ajja't'agge</b> te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā apadisitabbo"	""	""	""	""	""	""	""	""	""	""	""	""
"1228"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1233"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1235"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1246"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1251"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1252"	""	""	""	""	""	""	""	"Bhadd’eka-ratta"	"A single Excellent Night"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	"16n"	""	"[sound:coming-soon.mp3]"
"1253"	""	""	""	""	""	""	""	""	""	""	""	""	"vūpasamā <b>ajjh</b>attaṃ sampasādanaṃ"	""	""	"Prefixes"	""	""	""	""	""	""	"99n"	""	""
"1254"	""	""	""	""	""	""	""	""	""	""	""	""	"bhagavantaṃ gāthāya <b>ajjha</b>bhāsi
yad<b>ajjha</b>gā sakyamunī samāhito"	""	""	"Prefixes"	""	""	""	""	""	""	"99n"	""	"[sound:coming-soon.mp3]"
"1255"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1258"	"21"	""	""	""	""	""	""	""	""	""	"SNP 13"	"ratanasuttaṃ
cūḷavaggo 1"	"khayaṃ virāgaṃ amataṃ paṇītaṃ, 
yad'<b>ajjhagā</b> sakyamunī samāhito. 
na tena dhammena sam'atthi kiñci"	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	"52n"	""	"[sound:coming-soon.mp3]"
"1259"	""	""	""	""	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"21n"	""	"[sound:coming-soon.mp3]"
"1272"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1275"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
